Orthogroup	Dalotia_update.aa	Alustrica.aa
OG0006927	Dcor_evm.model.hic_scaffold_8_pilon.13	Alus_evm.model.scaffold09148.1
OG0006928	Dcor_evm.model.hic_scaffold_8_pilon.265	Alus_evm.model.scaffold08082.17
OG0006929	Dcor_evm.model.hic_scaffold_5_pilon.799	Alus_evm.model.scaffold01319.3
OG0006930	Dcor_evm.model.hic_scaffold_10_pilon.221, Dcor_evm.model.hic_scaffold_10_pilon.220	Alus_evm.model.scaffold04729.1
OG0006931	Dcor_evm.model.hic_scaffold_1_pilon.47	Alus_evm.model.scaffold04539.9
OG0006932	Dcor_evm.model.hic_scaffold_1_pilon.740	Alus_evm.model.scaffold04383.3
OG0006933	Dcor_evm.model.hic_scaffold_1_pilon.1151	Alus_evm.model.scaffold16048.26
OG0006934	Dcor_evm.model.hic_scaffold_1_pilon.475	Alus_evm.model.scaffold16856.3
OG0006935	Dcor_evm.model.hic_scaffold_1_pilon.457	Alus_evm.model.scaffold11819.7
OG0006936	Dcor_evm.model.hic_scaffold_10_pilon.128	Alus_evm.model.scaffold05270.11
OG0006937	Dcor_evm.model.hic_scaffold_8_pilon.243	Alus_evm.model.scaffold05381.2
OG0006938	Dcor_evm.model.hic_scaffold_6_pilon.922	Alus_evm.model.scaffold07732.8
OG0006939	Dcor_evm.model.hic_scaffold_6_pilon.918	Alus_evm.model.scaffold02112.1
OG0006940	Dcor_evm.model.hic_scaffold_6_pilon.1499	Alus_evm.model.scaffold00763.17
OG0006941	Dcor_evm.model.hic_scaffold_9_pilon.1747	Alus_evm.model.scaffold17982.6
OG0006942	Dcor_evm.model.hic_scaffold_7_pilon.1241, Dcor_evm.model.hic_scaffold_7_pilon.1242	Alus_evm.model.scaffold16658.7
OG0006942	Dcor_evm.model.hic_scaffold_7_pilon.1243	Alus_evm.model.scaffold16658.6
OG0006943	Dcor_evm.model.hic_scaffold_9_pilon.1408	Alus_evm.model.scaffold01397.1
OG0006945	Dcor_evm.model.hic_scaffold_4_pilon.472	Alus_evm.model.scaffold11522.5
OG0006946	Dcor_evm.model.hic_scaffold_9_pilon.300	Alus_evm.model.scaffold17202.1, Alus_evm.model.scaffold11530.1
OG0006947	Dcor_evm.model.hic_scaffold_10_pilon.892	Alus_evm.model.scaffold13661.3
OG0006948	Dcor_evm.model.hic_scaffold_41_pilon.22, Dcor_evm.model.hic_scaffold_5_pilon.1499	Alus_evm.model.scaffold16341.1
OG0006949	Dcor_evm.model.hic_scaffold_2_pilon.131	Alus_evm.model.scaffold12852.8
OG0006950	Dcor_evm.model.hic_scaffold_7_pilon.1068	Alus_evm.model.scaffold00998.3
OG0006951	Dcor_evm.model.hic_scaffold_25_pilon.16	Alus_evm.model.scaffold05822.8
OG0006952	Dcor_evm.model.hic_scaffold_1_pilon.517	Alus_evm.model.scaffold02659.8
OG0006954	Dcor_evm.model.hic_scaffold_2_pilon.614	Alus_evm.model.scaffold01904.8
OG0006955	Dcor_evm.model.hic_scaffold_3_pilon.1246, Dcor_evm.model.hic_scaffold_9_pilon.1168	Alus_evm.model.scaffold13894.6
OG0006956	Dcor_evm.model.hic_scaffold_8_pilon.892	Alus_evm.model.scaffold01927.1
OG0006957	Dcor_evm.model.hic_scaffold_1_pilon.589	Alus_evm.model.scaffold16524.9
OG0006959	Dcor_evm.model.hic_scaffold_6_pilon.272	Alus_evm.model.scaffold12497.4
OG0006960	Dcor_evm.model.hic_scaffold_6_pilon.1545	Alus_evm.model.scaffold01280.1
OG0006962	Dcor_evm.model.scaffold6440_size1046.1, Dcor_evm.model.hic_scaffold_5_pilon.1436	Alus_evm.model.scaffold10076.14
OG0006963	Dcor_evm.model.hic_scaffold_3_pilon.135	Alus_evm.model.scaffold08488.15
OG0006964	Dcor_evm.model.hic_scaffold_8_pilon.284	Alus_evm.model.scaffold08366.6
OG0006965	Dcor_evm.model.hic_scaffold_7_pilon.43	Alus_evm.model.scaffold08805.3
OG0006966	Dcor_evm.model.hic_scaffold_7_pilon.367	Alus_evm.model.scaffold08805.1
OG0006967	Dcor_evm.model.hic_scaffold_5_pilon.69	Alus_evm.model.scaffold10230.6
OG0006968	Dcor_evm.model.hic_scaffold_10_pilon.735	Alus_evm.model.scaffold01460.7
OG0006969	Dcor_evm.model.hic_scaffold_10_pilon.504	Alus_evm.model.scaffold03659.2
OG0006970	Dcor_evm.model.hic_scaffold_1_pilon.413	Alus_evm.model.scaffold03891.41
OG0006971	Dcor_evm.model.hic_scaffold_7_pilon.220	Alus_evm.model.scaffold18526.8
OG0006972	Dcor_evm.model.hic_scaffold_7_pilon.267	Alus_evm.model.scaffold17098.2
OG0006973	Dcor_evm.model.hic_scaffold_41_pilon.18	Alus_evm.model.scaffold02278.6
OG0006974	Dcor_evm.model.hic_scaffold_1_pilon.637	Alus_evm.model.scaffold08354.13
OG0006975	Dcor_evm.model.hic_scaffold_1_pilon.634	Alus_evm.model.scaffold02653.2
OG0006976	Dcor_evm.model.hic_scaffold_9_pilon.1657	Alus_evm.model.scaffold03483.2
OG0006977	Dcor_evm.model.hic_scaffold_51_pilon.31	Alus_evm.model.scaffold10186.1
OG0006978	Dcor_evm.model.hic_scaffold_9_pilon.746	Alus_evm.model.scaffold00588.3
OG0006979	Dcor_evm.model.hic_scaffold_9_pilon.683	Alus_evm.model.scaffold05077.4
OG0006980	Dcor_evm.model.hic_scaffold_6_pilon.844, Dcor_evm.model.hic_scaffold_9_pilon.488	Alus_evm.model.scaffold11494.4
OG0006981	Dcor_evm.model.hic_scaffold_9_pilon.37	Alus_evm.model.scaffold02041.4
OG0006982	Dcor_evm.model.hic_scaffold_10_pilon.1419	Alus_evm.model.scaffold00657.4
OG0006983	Dcor_evm.model.hic_scaffold_5_pilon.1013	Alus_evm.model.scaffold12960.1
OG0006985	Dcor_evm.model.hic_scaffold_10_pilon.1244	Alus_evm.model.scaffold03281.8
OG0006986	Dcor_evm.model.hic_scaffold_5_pilon.610	Alus_evm.model.scaffold14404.7
OG0006988	Dcor_evm.model.hic_scaffold_3_pilon.856	Alus_evm.model.scaffold14832.1
OG0006989	Dcor_evm.model.hic_scaffold_3_pilon.858	Alus_evm.model.scaffold14832.3
OG0006990	Dcor_evm.model.hic_scaffold_1_pilon.140, Dcor_evm.model.hic_scaffold_42_pilon.17	Alus_evm.model.scaffold04393.1
OG0006991	Dcor_evm.model.hic_scaffold_1_pilon.484	Alus_evm.model.scaffold02362.15
OG0006992	Dcor_evm.model.hic_scaffold_1_pilon.483	Alus_evm.model.scaffold02362.16
OG0006993	Dcor_evm.model.hic_scaffold_6_pilon.96	Alus_evm.model.scaffold10416.1
OG0006994	Dcor_evm.model.hic_scaffold_6_pilon.99	Alus_evm.model.scaffold10498.1, Alus_evm.model.scaffold02039.1
OG0006995	Dcor_evm.model.hic_scaffold_9_pilon.875	Alus_evm.model.scaffold08950.3
OG0006996	Dcor_evm.model.hic_scaffold_9_pilon.809	Alus_evm.model.scaffold04027.15
OG0006997	Dcor_evm.model.hic_scaffold_9_pilon.951	Alus_evm.model.scaffold09941.5
OG0006998	Dcor_evm.model.hic_scaffold_10_pilon.791	Alus_evm.model.scaffold05907.2
OG0007001	Dcor_evm.model.hic_scaffold_7_pilon.538	Alus_evm.model.scaffold13096.4
OG0007002	Dcor_evm.model.hic_scaffold_10_pilon.426	Alus_evm.model.scaffold17715.5
OG0007004	Dcor_evm.model.hic_scaffold_5_pilon.60	Alus_evm.model.scaffold03499.4
OG0007005	Dcor_evm.model.hic_scaffold_3_pilon.1104	Alus_evm.model.scaffold00116.13
OG0007007	Dcor_evm.model.hic_scaffold_7_pilon.623	Alus_evm.model.scaffold04738.1
OG0007009	Dcor_evm.model.hic_scaffold_14_pilon.75, Dcor_evm.model.hic_scaffold_9_pilon.443	Alus_evm.model.scaffold02160.4
OG0007010	Dcor_evm.model.hic_scaffold_2_pilon.298	Alus_evm.model.scaffold04437.3
OG0007011	Dcor_evm.model.hic_scaffold_15_pilon.31, Dcor_evm.model.hic_scaffold_15_pilon.30, Dcor_evm.model.hic_scaffold_15_pilon.32, Dcor_evm.model.hic_scaffold_7_pilon.720	Alus_evm.model.scaffold00817.2
OG0007012	Dcor_evm.model.hic_scaffold_5_pilon.614	Alus_evm.model.scaffold01008.7
OG0007013	Dcor_evm.model.hic_scaffold_9_pilon.1161	Alus_evm.model.scaffold05527.3
OG0007014	Dcor_evm.model.hic_scaffold_14_pilon.49, Dcor_evm.model.hic_scaffold_9_pilon.419	Alus_evm.model.scaffold13741.5
OG0007028	Dcor_evm.model.hic_scaffold_7_pilon.946	Alus_evm.model.scaffold11154.1
OG0007029	Dcor_evm.model.hic_scaffold_8_pilon.504	Alus_evm.model.scaffold16328.5
OG0007030	Dcor_evm.model.hic_scaffold_2_pilon.584	Alus_evm.model.scaffold13455.23
OG0007031	Dcor_evm.model.hic_scaffold_4_pilon.1204	Alus_evm.model.scaffold01094.2
OG0007033	Dcor_evm.model.hic_scaffold_7_pilon.528	Alus_evm.model.scaffold02771.2
OG0007034	Dcor_evm.model.hic_scaffold_16_pilon.28, Dcor_evm.model.hic_scaffold_6_pilon.804, Dcor_evm.model.hic_scaffold_6_pilon.803	Alus_evm.model.scaffold10176.7
OG0007035	Dcor_evm.model.hic_scaffold_4_pilon.993	Alus_evm.model.scaffold10016.2
OG0007036	Dcor_evm.model.hic_scaffold_7_pilon.1585	Alus_evm.model.scaffold14615.7
OG0007037	Dcor_evm.model.hic_scaffold_9_pilon.1063	Alus_evm.model.scaffold04266.6
OG0007038	Dcor_evm.model.hic_scaffold_1_pilon.953	Alus_evm.model.scaffold03919.3
OG0007039	Dcor_evm.model.hic_scaffold_5_pilon.229	Alus_evm.model.scaffold04861.10
OG0007040	Dcor_evm.model.hic_scaffold_5_pilon.666	Alus_evm.model.scaffold18122.7
OG0007041	Dcor_evm.model.hic_scaffold_7_pilon.1260	Alus_evm.model.scaffold02159.1
OG0007042	Dcor_evm.model.hic_scaffold_2_pilon.768	Alus_evm.model.scaffold05569.10
OG0007043	Dcor_evm.model.hic_scaffold_6_pilon.160	Alus_evm.model.scaffold12426.3
OG0007044	Dcor_evm.model.hic_scaffold_7_pilon.412	Alus_evm.model.scaffold03024.9
OG0007045	Dcor_evm.model.hic_scaffold_4_pilon.892	Alus_evm.model.scaffold14918.3
OG0007046	Dcor_evm.model.hic_scaffold_4_pilon.150, Dcor_evm.model.hic_scaffold_4_pilon.173	Alus_evm.model.scaffold06441.2
OG0007047	Dcor_evm.model.hic_scaffold_9_pilon.1719	Alus_evm.model.scaffold16956.1
OG0007048	Dcor_evm.model.hic_scaffold_3_pilon.1293, Dcor_evm.model.hic_scaffold_9_pilon.1218	Alus_evm.model.scaffold12905.7
OG0007050	Dcor_evm.model.hic_scaffold_7_pilon.760	Alus_evm.model.scaffold06990.9
OG0007051	Dcor_evm.model.hic_scaffold_7_pilon.788	Alus_evm.model.scaffold02653.5, Alus_evm.model.scaffold11404.3
OG0007052	Dcor_evm.model.hic_scaffold_4_pilon.209, Dcor_evm.model.hic_scaffold_4_pilon.113	Alus_evm.model.scaffold08077.2
OG0007053	Dcor_evm.model.hic_scaffold_4_pilon.421	Alus_evm.model.scaffold02881.5
OG0007054	Dcor_evm.model.hic_scaffold_5_pilon.503	Alus_evm.model.scaffold07719.19
OG0007055	Dcor_evm.model.hic_scaffold_3_pilon.753	Alus_evm.model.scaffold16963.8
OG0007056	Dcor_evm.model.hic_scaffold_6_pilon.1724	Alus_evm.model.scaffold04247.6
OG0007057	Dcor_evm.model.hic_scaffold_9_pilon.248	Alus_evm.model.scaffold02233.3
OG0007058	Dcor_evm.model.hic_scaffold_4_pilon.931	Alus_evm.model.scaffold05772.8
OG0007059	Dcor_evm.model.hic_scaffold_10_pilon.724	Alus_evm.model.scaffold08754.3, Alus_evm.model.scaffold09097.9, Alus_evm.model.scaffold10360.1, Alus_evm.model.scaffold06542.1
OG0007060	Dcor_evm.model.hic_scaffold_2_pilon.357	Alus_evm.model.scaffold14140.2
OG0007061	Dcor_evm.model.hic_scaffold_4_pilon.922	Alus_evm.model.scaffold05937.11, Alus_evm.model.scaffold05937.10
OG0007061	Dcor_evm.model.hic_scaffold_4_pilon.18, Dcor_evm.model.hic_scaffold_4_pilon.289	Alus_evm.model.scaffold05937.9
OG0007063	Dcor_evm.model.scaffold1662_size1595.1, Dcor_evm.model.hic_scaffold_3_pilon.1076	Alus_evm.model.scaffold16583.2
OG0007064	Dcor_evm.model.hic_scaffold_3_pilon.1450, Dcor_evm.model.hic_scaffold_3_pilon.95	Alus_evm.model.scaffold08238.4
OG0007065	Dcor_evm.model.hic_scaffold_10_pilon.1037	Alus_evm.model.scaffold14050.2
OG0007066	Dcor_evm.model.hic_scaffold_10_pilon.794	Alus_evm.model.scaffold05907.6
OG0007067	Dcor_evm.model.hic_scaffold_16_pilon.32, Dcor_evm.model.hic_scaffold_6_pilon.797	Alus_evm.model.scaffold17328.3
OG0007069	Dcor_evm.model.hic_scaffold_8_pilon.553	Alus_evm.model.scaffold00828.8
OG0007070	Dcor_evm.model.hic_scaffold_8_pilon.202	Alus_evm.model.scaffold04618.4
OG0007071	Dcor_evm.model.hic_scaffold_8_pilon.203	Alus_evm.model.scaffold13303.3
OG0007072	Dcor_evm.model.hic_scaffold_10_pilon.1090	Alus_evm.model.scaffold13108.3
OG0007073	Dcor_evm.model.hic_scaffold_4_pilon.462	Alus_evm.model.scaffold14368.5
OG0007074	Dcor_evm.model.hic_scaffold_5_pilon.957	Alus_evm.model.scaffold00273.7
OG0007075	Dcor_evm.model.hic_scaffold_7_pilon.15	Alus_evm.model.scaffold10323.4
OG0007076	Dcor_evm.model.hic_scaffold_7_pilon.11	Alus_evm.model.scaffold01937.6
OG0007077	Dcor_evm.model.hic_scaffold_7_pilon.17	Alus_evm.model.scaffold10323.2
OG0007078	Dcor_evm.model.hic_scaffold_3_pilon.16	Alus_evm.model.scaffold08115.5
OG0007079	Dcor_evm.model.hic_scaffold_5_pilon.300	Alus_evm.model.scaffold18515.2
OG0007080	Dcor_evm.model.hic_scaffold_8_pilon.564	Alus_evm.model.scaffold17990.13
OG0007081	Dcor_evm.model.hic_scaffold_6_pilon.349	Alus_evm.model.scaffold07457.4
OG0007082	Dcor_evm.model.hic_scaffold_7_pilon.288	Alus_evm.model.scaffold00807.2
OG0007083	Dcor_evm.model.hic_scaffold_5_pilon.449	Alus_evm.model.scaffold08965.3
OG0007084	Dcor_evm.model.hic_scaffold_1_pilon.354	Alus_evm.model.scaffold04295.7
OG0007085	Dcor_evm.model.hic_scaffold_9_pilon.1895	Alus_evm.model.scaffold05329.1
OG0007086	Dcor_evm.model.hic_scaffold_9_pilon.1743	Alus_evm.model.scaffold08082.10
OG0007087	Dcor_evm.model.hic_scaffold_9_pilon.41	Alus_evm.model.scaffold02041.8
OG0007088	Dcor_evm.model.hic_scaffold_10_pilon.227	Alus_evm.model.scaffold11929.3
OG0007089	Dcor_evm.model.hic_scaffold_6_pilon.1133	Alus_evm.model.scaffold01113.2
OG0007090	Dcor_evm.model.hic_scaffold_9_pilon.83	Alus_evm.model.scaffold14394.2
OG0007091	Dcor_evm.model.hic_scaffold_8_pilon.645	Alus_evm.model.scaffold10765.3
OG0007092	Dcor_evm.model.hic_scaffold_4_pilon.589	Alus_evm.model.scaffold00832.3
OG0007093	Dcor_evm.model.hic_scaffold_10_pilon.310	Alus_evm.model.scaffold05270.4
OG0007094	Dcor_evm.model.hic_scaffold_10_pilon.202	Alus_evm.model.scaffold13639.3
OG0007095	Dcor_evm.model.hic_scaffold_1_pilon.858	Alus_evm.model.scaffold00980.7
OG0007096	Dcor_evm.model.hic_scaffold_3_pilon.1042	Alus_evm.model.scaffold05296.12
OG0007097	Dcor_evm.model.hic_scaffold_7_pilon.844	Alus_evm.model.scaffold05424.4
OG0007098	Dcor_evm.model.hic_scaffold_7_pilon.1341	Alus_evm.model.scaffold07260.9
OG0007099	Dcor_evm.model.hic_scaffold_7_pilon.865	Alus_evm.model.scaffold17731.3
OG0007100	Dcor_evm.model.hic_scaffold_7_pilon.1116	Alus_evm.model.scaffold08116.1
OG0007101	Dcor_evm.model.hic_scaffold_1_pilon.974	Alus_evm.model.scaffold06233.6
OG0007102	Dcor_evm.model.hic_scaffold_1_pilon.669	Alus_evm.model.scaffold07438.6
OG0007103	Dcor_evm.model.hic_scaffold_8_pilon.343	Alus_evm.model.scaffold00941.2
OG0007104	Dcor_evm.model.hic_scaffold_8_pilon.484	Alus_evm.model.scaffold10513.2
OG0007105	Dcor_evm.model.hic_scaffold_9_pilon.778	Alus_evm.model.scaffold02042.2
OG0007106	Dcor_evm.model.hic_scaffold_9_pilon.1580	Alus_evm.model.scaffold16510.2
OG0007107	Dcor_evm.model.hic_scaffold_7_pilon.1536	Alus_evm.model.scaffold01433.1
OG0007109	Dcor_evm.model.hic_scaffold_1_pilon.121	Alus_evm.model.scaffold11656.1
OG0007111	Dcor_evm.model.hic_scaffold_9_pilon.1494	Alus_evm.model.scaffold12425.5
OG0007112	Dcor_evm.model.hic_scaffold_9_pilon.1501	Alus_evm.model.scaffold13729.1
OG0007113	Dcor_evm.model.hic_scaffold_9_pilon.1503	Alus_evm.model.scaffold16685.1
OG0007115	Dcor_evm.model.hic_scaffold_7_pilon.1270	Alus_evm.model.scaffold10447.1
OG0007116	Dcor_evm.model.hic_scaffold_9_pilon.1386	Alus_evm.model.scaffold07251.1, Alus_evm.model.scaffold09653.1
OG0007117	Dcor_evm.model.hic_scaffold_2_pilon.455, Dcor_evm.model.hic_scaffold_2_pilon.456	Alus_evm.model.scaffold16001.4
OG0007118	Dcor_evm.model.hic_scaffold_6_pilon.1111	Alus_evm.model.scaffold01130.3
OG0007119	Dcor_evm.model.hic_scaffold_8_pilon.68	Alus_evm.model.scaffold16575.1
OG0007120	Dcor_evm.model.hic_scaffold_2_pilon.656, Dcor_evm.model.hic_scaffold_2_pilon.790	Alus_evm.model.scaffold12151.2
OG0007122	Dcor_evm.model.hic_scaffold_5_pilon.169	Alus_evm.model.scaffold14526.2
OG0007123	Dcor_evm.model.hic_scaffold_4_pilon.1058	Alus_evm.model.scaffold02264.1
OG0007124	Dcor_evm.model.hic_scaffold_5_pilon.165	Alus_evm.model.scaffold14526.6
OG0007125	Dcor_evm.model.hic_scaffold_4_pilon.813	Alus_evm.model.scaffold18147.12
OG0007126	Dcor_evm.model.hic_scaffold_5_pilon.1478, Dcor_evm.model.hic_scaffold_5_pilon.1479, Dcor_evm.model.hic_scaffold_4_pilon.1100	Alus_evm.model.scaffold15016.11
OG0007127	Dcor_evm.model.hic_scaffold_2_pilon.105	Alus_evm.model.scaffold14002.2
OG0007129	Dcor_evm.model.hic_scaffold_2_pilon.244, Dcor_evm.model.scaffold5535_size1112.1	Alus_evm.model.scaffold18254.3
OG0007130	Dcor_evm.model.hic_scaffold_2_pilon.422	Alus_evm.model.scaffold05308.4
OG0007131	Dcor_evm.model.hic_scaffold_15_pilon.29, Dcor_evm.model.hic_scaffold_7_pilon.721	Alus_evm.model.scaffold06808.1
OG0007134	Dcor_evm.model.hic_scaffold_10_pilon.1176, Dcor_evm.model.hic_scaffold_4_pilon.1320	Alus_evm.model.scaffold06531.3
OG0007135	Dcor_evm.model.hic_scaffold_10_pilon.1177, Dcor_evm.model.hic_scaffold_4_pilon.1321	Alus_evm.model.scaffold06531.2
OG0007136	Dcor_evm.model.hic_scaffold_5_pilon.258	Alus_evm.model.scaffold05919.4
OG0007137	Dcor_evm.model.hic_scaffold_9_pilon.1127	Alus_evm.model.scaffold08047.5
OG0007138	Dcor_evm.model.hic_scaffold_9_pilon.304	Alus_evm.model.scaffold05977.1
OG0007139	Dcor_evm.model.hic_scaffold_9_pilon.1126	Alus_evm.model.scaffold08047.4
OG0007140	Dcor_evm.model.hic_scaffold_4_pilon.485	Alus_evm.model.scaffold00348.2
OG0007141	Dcor_evm.model.hic_scaffold_4_pilon.1062	Alus_evm.model.scaffold13904.1
OG0007142	Dcor_evm.model.hic_scaffold_6_pilon.1619	Alus_evm.model.scaffold00320.3
OG0007143	Dcor_evm.model.hic_scaffold_9_pilon.176	Alus_evm.model.scaffold07229.9
OG0007144	Dcor_evm.model.hic_scaffold_10_pilon.358	Alus_evm.model.scaffold04902.8
OG0007145	Dcor_evm.model.hic_scaffold_10_pilon.422	Alus_evm.model.scaffold00470.1
OG0007146	Dcor_evm.model.hic_scaffold_3_pilon.50	Alus_evm.model.scaffold17910.12
OG0007147	Dcor_evm.model.hic_scaffold_3_pilon.89	Alus_evm.model.scaffold17910.7
OG0007148	Dcor_evm.model.hic_scaffold_40_pilon.9	Alus_evm.model.scaffold15216.6
OG0007149	Dcor_evm.model.hic_scaffold_6_pilon.309	Alus_evm.model.scaffold00004.2, Alus_evm.model.scaffold03165.8
OG0007150	Dcor_evm.model.hic_scaffold_7_pilon.266	Alus_evm.model.scaffold12010.2
OG0007151	Dcor_evm.model.hic_scaffold_7_pilon.264	Alus_evm.model.scaffold12010.3
OG0007152	Dcor_evm.model.hic_scaffold_9_pilon.234	Alus_evm.model.scaffold02530.7
OG0007153	Dcor_evm.model.hic_scaffold_5_pilon.290	Alus_evm.model.scaffold06197.1
OG0007155	Dcor_evm.model.hic_scaffold_5_pilon.1075	Alus_evm.model.scaffold12399.4
OG0007156	Dcor_evm.model.hic_scaffold_9_pilon.633	Alus_evm.model.scaffold11167.1
OG0007157	Dcor_evm.model.hic_scaffold_9_pilon.1385	Alus_evm.model.scaffold06506.5
OG0007158	Dcor_evm.model.hic_scaffold_1_pilon.29	Alus_evm.model.scaffold11656.13
OG0007159	Dcor_evm.model.hic_scaffold_9_pilon.1001	Alus_evm.model.scaffold01590.1
OG0007160	Dcor_evm.model.hic_scaffold_6_pilon.1166	Alus_evm.model.scaffold05453.25
OG0007161	Dcor_evm.model.hic_scaffold_16_pilon.4, Dcor_evm.model.hic_scaffold_6_pilon.829	Alus_evm.model.scaffold17473.3
OG0007162	Dcor_evm.model.hic_scaffold_6_pilon.425	Alus_evm.model.scaffold08058.6
OG0007163	Dcor_evm.model.hic_scaffold_3_pilon.190	Alus_evm.model.scaffold03560.7
OG0007164	Dcor_evm.model.hic_scaffold_3_pilon.192	Alus_evm.model.scaffold14039.8
OG0007165	Dcor_evm.model.hic_scaffold_1_pilon.97	Alus_evm.model.scaffold04317.13
OG0007166	Dcor_evm.model.hic_scaffold_9_pilon.1776	Alus_evm.model.scaffold09564.5
OG0007167	Dcor_evm.model.hic_scaffold_3_pilon.35	Alus_evm.model.scaffold06034.4
OG0007168	Dcor_evm.model.hic_scaffold_3_pilon.31	Alus_evm.model.scaffold06034.5
OG0007169	Dcor_evm.model.hic_scaffold_6_pilon.78	Alus_evm.model.scaffold10111.1
OG0007170	Dcor_evm.model.hic_scaffold_1_pilon.433	Alus_evm.model.scaffold06203.1
OG0007171	Dcor_evm.model.hic_scaffold_3_pilon.615	Alus_evm.model.scaffold00681.1
OG0007172	Dcor_evm.model.hic_scaffold_3_pilon.610	Alus_evm.model.scaffold00522.2
OG0007173	Dcor_evm.model.hic_scaffold_2_pilon.429	Alus_evm.model.scaffold02939.7
OG0007174	Dcor_evm.model.hic_scaffold_3_pilon.616	Alus_evm.model.scaffold00681.3
OG0007176	Dcor_evm.model.hic_scaffold_3_pilon.168	Alus_evm.model.scaffold08527.6
OG0007177	Dcor_evm.model.hic_scaffold_7_pilon.12	Alus_evm.model.scaffold01937.4
OG0007178	Dcor_evm.model.hic_scaffold_6_pilon.117	Alus_evm.model.scaffold07554.1
OG0007179	Dcor_evm.model.hic_scaffold_5_pilon.846	Alus_evm.model.scaffold18411.2
OG0007180	Dcor_evm.model.hic_scaffold_7_pilon.1361	Alus_evm.model.scaffold13829.7
OG0007181	Dcor_evm.model.hic_scaffold_8_pilon.86	Alus_evm.model.scaffold08286.5
OG0007182	Dcor_evm.model.hic_scaffold_8_pilon.84	Alus_evm.model.scaffold08286.7
OG0007183	Dcor_evm.model.hic_scaffold_15_pilon.36, Dcor_evm.model.hic_scaffold_7_pilon.716	Alus_evm.model.scaffold09155.3
OG0007184	Dcor_evm.model.hic_scaffold_5_pilon.715	Alus_evm.model.scaffold13475.1
OG0007185	Dcor_evm.model.hic_scaffold_9_pilon.1873	Alus_evm.model.scaffold13569.1, Alus_evm.model.scaffold02038.1
OG0007187	Dcor_evm.model.hic_scaffold_7_pilon.404	Alus_evm.model.scaffold02948.6
OG0007188	Dcor_evm.model.hic_scaffold_7_pilon.465	Alus_evm.model.scaffold02948.5
OG0007189	Dcor_evm.model.hic_scaffold_6_pilon.168, Dcor_evm.model.hic_scaffold_6_pilon.182	Alus_evm.model.scaffold02176.4
OG0007190	Dcor_evm.model.hic_scaffold_1_pilon.99	Alus_evm.model.scaffold11656.11
OG0007191	Dcor_evm.model.hic_scaffold_1_pilon.727	Alus_evm.model.scaffold07751.12
OG0007192	Dcor_evm.model.hic_scaffold_1_pilon.399	Alus_evm.model.scaffold04453.6
OG0007193	Dcor_evm.model.hic_scaffold_10_pilon.1192	Alus_evm.model.scaffold06531.6
OG0007194	Dcor_evm.model.hic_scaffold_9_pilon.877	Alus_evm.model.scaffold09869.6
OG0007195	Dcor_evm.model.hic_scaffold_6_pilon.1182	Alus_evm.model.scaffold06638.4
OG0007196	Dcor_evm.model.hic_scaffold_5_pilon.473	Alus_evm.model.scaffold17289.1
OG0007197	Dcor_evm.model.hic_scaffold_5_pilon.918	Alus_evm.model.scaffold01793.1
OG0007198	Dcor_evm.model.hic_scaffold_6_pilon.973	Alus_evm.model.scaffold02741.1
OG0007199	Dcor_evm.model.hic_scaffold_10_pilon.814	Alus_evm.model.scaffold02459.3
OG0007200	Dcor_evm.model.hic_scaffold_10_pilon.244	Alus_evm.model.scaffold10461.19
OG0007201	Dcor_evm.model.hic_scaffold_8_pilon.276	Alus_evm.model.scaffold05866.2
OG0007202	Dcor_evm.model.hic_scaffold_9_pilon.34	Alus_evm.model.scaffold08360.3
OG0007203	Dcor_evm.model.hic_scaffold_9_pilon.1232	Alus_evm.model.scaffold00455.6
OG0007204	Dcor_evm.model.hic_scaffold_9_pilon.1848	Alus_evm.model.scaffold08085.4
OG0007205	Dcor_evm.model.hic_scaffold_1_pilon.933	Alus_evm.model.scaffold14418.7
OG0007206	Dcor_evm.model.hic_scaffold_1_pilon.365	Alus_evm.model.scaffold16524.13
OG0007207	Dcor_evm.model.hic_scaffold_1_pilon.366	Alus_evm.model.scaffold16524.14
OG0007208	Dcor_evm.model.hic_scaffold_1_pilon.931	Alus_evm.model.scaffold14418.2
OG0007209	Dcor_evm.model.hic_scaffold_1_pilon.320	Alus_evm.model.scaffold04656.4
OG0007210	Dcor_evm.model.hic_scaffold_7_pilon.974	Alus_evm.model.scaffold01605.3
OG0007211	Dcor_evm.model.hic_scaffold_7_pilon.270	Alus_evm.model.scaffold14221.4
OG0007212	Dcor_evm.model.hic_scaffold_3_pilon.942	Alus_evm.model.scaffold06125.3
OG0007213	Dcor_evm.model.hic_scaffold_2_pilon.451	Alus_evm.model.scaffold16744.10
OG0007214	Dcor_evm.model.hic_scaffold_2_pilon.106	Alus_evm.model.scaffold06878.4
OG0007215	Dcor_evm.model.hic_scaffold_2_pilon.240	Alus_evm.model.scaffold06878.3
OG0007216	Dcor_evm.model.hic_scaffold_7_pilon.1185	Alus_evm.model.scaffold11278.11
OG0007217	Dcor_evm.model.hic_scaffold_10_pilon.1097	Alus_evm.model.scaffold05822.5
OG0007218	Dcor_evm.model.hic_scaffold_10_pilon.1098	Alus_evm.model.scaffold05822.4
OG0007219	Dcor_evm.model.hic_scaffold_9_pilon.1491	Alus_evm.model.scaffold12425.3
