Geneid	Length	MA	FA	brain	larvae	pupae	MW	FW	control_1_rep1	control_1_rep2	control_2_rep1	control_2_rep2	control_3_rep1	control_3_rep2	gland_1_rep1	gland_1_rep2	gland_2_rep1	gland_2_rep2	gland_3_rep1	gland_3_rep2
Dcor_evm.model.hic_scaffold_9_pilon.679	1548	3004	1282	1763	2045	4522	2876	3444	709	713	452	552	646	612	720	637	690	625	633	325
Dcor_evm.model.hic_scaffold_9_pilon.680	996	22	0	18	33	1377	774	6	24	38	3	1	29	36	68	63	57	46	60	0
Dcor_evm.model.hic_scaffold_9_pilon.681	840	334	504	1260	188	862	407	629	8	9	6	4	6	8	10	7	11	7	9	14
Dcor_evm.model.hic_scaffold_9_pilon.682	2322	90	53	588	316	1076	421	666	15	18	21	15	19	22	32	27	29	26	25	28
Dcor_evm.model.hic_scaffold_9_pilon.683	1827	32	50	120	672	6044	211	487	63	103	58	43	89	83	108	118	132	89	106	66
Dcor_evm.model.hic_scaffold_9_pilon.684	462	1346	338	825	8896	3364	10526	24454	3480	3223	2524	3385	2801	4056	4462	3896	3757	4089	3520	2458
Dcor_evm.model.hic_scaffold_9_pilon.685	2283	254	318	1427	3882	9824	3732	6196	651	589	451	532	548	475	642	641	619	552	615	336
Dcor_evm.model.hic_scaffold_9_pilon.686	8412	64	8	42	2081	12703	2571	2066	286	274	18	24	227	444	426	415	332	317	431	21
Dcor_evm.model.hic_scaffold_9_pilon.687	2688	141	154	1425	4697	13604	1689	4190	466	473	353	401	445	447	606	546	491	414	532	297
Dcor_evm.model.hic_scaffold_9_pilon.688	1425	172	41	842	24751	22758	1152	16125	2362	2187	2158	2750	2057	2709	2595	2390	3023	2803	2409	1311
Dcor_evm.model.hic_scaffold_9_pilon.689	2064	164	92	834	1842	3464	6102	2867	492	493	342	351	416	360	567	510	520	478	527	319
Dcor_evm.model.hic_scaffold_9_pilon.690	2349	554	183	1434	1761	3671	766	10229	1618	1594	968	1339	1293	1514	1715	1634	1428	1462	1517	921
Dcor_evm.model.hic_scaffold_9_pilon.691	1083	80	112	492	53	845	518	72	73	58	12	11	47	87	81	60	75	62	63	6
Dcor_evm.model.hic_scaffold_9_pilon.692	3294	9	16	145	35	165	64	199	0	1	1	1	1	0	0	3	1	1	2	2
Dcor_evm.model.hic_scaffold_9_pilon.693	678	20	0	53	98	160	84	193	0	0	2	3	1	5	3	3	6	4	6	2
Dcor_evm.model.hic_scaffold_9_pilon.694	1140	6	0	19	25	35	20	236	3	5	7	7	7	5	3	1	8	6	3	1
Dcor_evm.model.hic_scaffold_9_pilon.695	1512	0	0	2	0	21	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.696	225	233	8	81	9	4	42	17	3	0	2	6	0	1	3	3	1	2	6	6
Dcor_evm.model.hic_scaffold_9_pilon.697	213	5865	811	5469	390	54	225	440	38	43	78	71	65	63	66	49	78	68	61	68
Dcor_evm.model.hic_scaffold_9_pilon.698	965	10	146	345	10	4	19	6	0	0	0	0	0	0	1	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.699	270	0	0	2	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	1
Dcor_evm.model.hic_scaffold_9_pilon.700	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.701	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.702	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.703	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.704	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.705	2097	4712	10277	24039	12396	2766	10365	32789	14716	13928	16355	15931	13307	12503	9090	8841	10458	8675	9670	9403
Dcor_evm.model.hic_scaffold_9_pilon.706	834	706	2333	6879	2033	4708	6440	3013	310	283	196	231	285	224	333	375	330	306	359	171
Dcor_evm.model.hic_scaffold_9_pilon.707	1791	977	502	2546	1360	1274	1527	4736	1342	1192	717	1033	1064	1160	1415	1285	1197	1176	1276	685
Dcor_evm.model.hic_scaffold_9_pilon.708	201	910	594	1032	305	851	446	1579	305	258	326	319	289	296	282	213	288	237	273	223
Dcor_evm.model.hic_scaffold_9_pilon.709	1272	207	235	725	552	1438	465	659	207	223	159	210	201	191	284	286	281	244	298	194
Dcor_evm.model.hic_scaffold_9_pilon.710	921	259	70	696	711	391	377	1590	359	377	177	298	289	303	523	458	375	378	421	166
Dcor_evm.model.hic_scaffold_9_pilon.711	411	18	13	34	11	16	54	21	2	2	1	0	3	0	0	0	1	1	1	2
Dcor_evm.model.hic_scaffold_9_pilon.712	534	0	2	50	45	38	168	47	12	11	7	6	6	6	8	5	6	4	9	0
Dcor_evm.model.hic_scaffold_9_pilon.713	2760	1910	1105	2138	11093	8793	3894	15913	4716	4623	2857	3941	4077	3558	3736	3578	3495	3159	3377	1795
Dcor_evm.model.hic_scaffold_9_pilon.714	2505	68	2	20	124	8864	10550	30	408	397	9	9	352	787	724	695	629	514	758	6
Dcor_evm.model.hic_scaffold_9_pilon.715	10515	60	0	113	77	2658	3299	52	232	230	16	10	200	461	487	523	339	267	433	9
Dcor_evm.model.hic_scaffold_9_pilon.716	2055	0	0	2123	56	96	305	155	5	6	2	5	5	0	6	3	0	0	2	0
Dcor_evm.model.hic_scaffold_9_pilon.717	921	324	247	21286	2229	1507	3161	4253	793	801	423	605	670	376	492	506	346	278	419	166
Dcor_evm.model.hic_scaffold_9_pilon.718	381	4202	6887	25760	1156	4	2993	5545	3760	3465	3828	3862	3333	2560	1844	1882	2143	1762	1965	2017
Dcor_evm.model.hic_scaffold_9_pilon.719	426	53852	167674	14	122	21	15	1611	0	0	0	3	0	0	9	5	4	0	15	2
Dcor_evm.model.hic_scaffold_9_pilon.720	411	349	974	20374	176620	6392	48543	72566	43764	43058	34960	38903	35496	31061	21126	18840	19686	18417	17731	18178
Dcor_evm.model.hic_scaffold_9_pilon.721	423	1337193	3446313	4744	388	456	688	8445	13	7	10	10	2	9	66	74	33	9	93	13
Dcor_evm.model.hic_scaffold_9_pilon.722	408	37868	60033	133457	65207	4733	19286	71967	8489	7935	9284	9201	7877	6676	29230	28550	26997	22324	28516	30478
Dcor_evm.model.hic_scaffold_9_pilon.723	936	10	0	12	20	391	330	0	10	17	0	1	19	47	41	39	14	24	29	0
Dcor_evm.model.hic_scaffold_9_pilon.724	876	0	0	2	10	45	24	0	5	3	0	0	2	6	6	8	6	4	10	0
Dcor_evm.model.hic_scaffold_9_pilon.725	643	100	0	8	2	298	593	1	24	24	0	4	27	54	36	37	46	36	35	1
Dcor_evm.model.hic_scaffold_9_pilon.726	399	2094	745	22598	10588	5293	3590	4947	2771	2571	4485	4163	2976	2456	1317	1450	1672	1368	1629	1723
Dcor_evm.model.hic_scaffold_9_pilon.727	1035	8	0	2	6	774	602	0	25	28	0	2	35	20	39	41	30	20	37	0
Dcor_evm.model.hic_scaffold_9_pilon.728	204	0	0	0	2	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.729	2508	0	72	2	9615	7686	17329	11191	260	295	57	74	210	80	278	308	27	31	235	72
Dcor_evm.model.hic_scaffold_9_pilon.730	549	0	0	0	1300	11	109	14	2	1	0	0	2	0	0	2	1	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.731	969	8	1	151	1652	338	389	226	116	103	63	93	89	114	97	119	76	104	128	74
Dcor_evm.model.hic_scaffold_9_pilon.732	819	894	870	7645	17234	44956	53091	14292	1737	1753	1229	1627	1479	1784	2196	1997	1881	1832	1872	1131
Dcor_evm.model.hic_scaffold_9_pilon.733	1902	32	99	382	3223	274	6131	5501	24	28	22	37	25	35	40	35	35	22	35	44
Dcor_evm.model.hic_scaffold_9_pilon.734	948	44	57	105	62	148	351	109	74	63	52	45	60	50	36	42	22	24	34	17
Dcor_evm.model.hic_scaffold_9_pilon.735	867	0	52	2	0	6	39	0	2	4	0	0	1	2	3	0	1	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.736	1134	32	58	67	1	0	15	12	2	0	1	1	2	1	4	3	1	1	1	0
Dcor_evm.model.hic_scaffold_9_pilon.737	4041	192	4	160	387	8337	6266	2545	223	267	20	28	220	425	457	448	433	401	497	19
Dcor_evm.model.hic_scaffold_9_pilon.738	1998	0	0	16	1561	103	741	204	17	12	57	66	18	3	53	32	6	3	31	3
Dcor_evm.model.hic_scaffold_9_pilon.739	1347	28	6	101	5573	71	35	13	2	7	5	5	4	3	7	9	2	1	5	1
Dcor_evm.model.hic_scaffold_9_pilon.740	483	2603	2829	7221	893	2527	797	2237	386	452	376	448	396	348	451	480	501	417	471	347
Dcor_evm.model.hic_scaffold_9_pilon.741	1062	392	223	396	110	430	466	115	1	3	0	1	2	5	1	2	3	1	3	2
Dcor_evm.model.hic_scaffold_9_pilon.742	723	254	895	2674	306	682	606	484	10	19	7	5	9	4	7	9	8	8	13	2
Dcor_evm.model.hic_scaffold_9_pilon.743	459	122	89	1727	464	1034	1039	800	53	73	37	67	49	43	106	105	84	79	70	31
Dcor_evm.model.hic_scaffold_9_pilon.744	1746	139	325	4918	2167	5764	3885	2633	302	312	245	280	283	252	355	381	358	281	380	259
Dcor_evm.model.hic_scaffold_9_pilon.745	1836	24	0	61	47	2806	394	88	4	6	3	2	6	9	4	8	3	5	7	3
Dcor_evm.model.hic_scaffold_9_pilon.746	1569	12	2	78	80	5007	2524	48	23	23	8	5	23	38	54	35	62	38	55	7
Dcor_evm.model.hic_scaffold_9_pilon.747	1008	799	2374	569	3934	3609	1620	5896	933	1005	632	831	857	876	1084	1010	1145	1004	1015	609
Dcor_evm.model.hic_scaffold_9_pilon.748	1413	118	72	871	1177	5264	2543	2564	161	171	77	87	148	141	160	154	162	151	172	50
Dcor_evm.model.hic_scaffold_9_pilon.749	2670	341	352	4815	3364	4608	10750	4694	865	859	473	534	728	535	646	649	645	519	688	293
Dcor_evm.model.hic_scaffold_9_pilon.750	249	0	0	11	12	15	1	9	1	0	3	2	0	0	2	4	4	2	1	1
Dcor_evm.model.hic_scaffold_9_pilon.751	4905	80	46	3462	589	630	334	2407	78	63	25	60	72	36	71	72	55	52	73	20
Dcor_evm.model.hic_scaffold_9_pilon.752	1170	0	8	785	365	697	187	349	18	10	10	6	11	11	21	19	13	17	11	2
Dcor_evm.model.hic_scaffold_9_pilon.753	1461	688	989	477	1794	5341	2817	557	373	371	215	272	335	386	718	701	695	641	671	263
Dcor_evm.model.hic_scaffold_9_pilon.754	3678	179	1745	3274	462	2107	533	974	101	96	34	54	70	68	105	107	78	95	92	29
Dcor_evm.model.hic_scaffold_9_pilon.755	924	168	569	1858	2180	1160	3838	4705	258	248	146	149	209	140	389	311	167	150	337	128
Dcor_evm.model.hic_scaffold_9_pilon.756	1710	32	13	79	84	2680	1629	30	22	20	4	2	15	13	20	21	18	16	17	1
Dcor_evm.model.hic_scaffold_9_pilon.757	1773	127	266	1237	775	4422	872	896	55	42	31	31	42	24	68	80	70	52	106	43
Dcor_evm.model.hic_scaffold_9_pilon.758	717	324	912	2263	446	927	560	1120	86	87	61	93	102	75	149	115	134	112	135	91
Dcor_evm.model.hic_scaffold_9_pilon.759	627	196	29	845	2681	3563	867	3417	514	484	383	412	463	461	516	539	584	499	534	242
Dcor_evm.model.hic_scaffold_9_pilon.760	321	54	352	3018	600	1054	2028	1539	76	85	51	75	70	48	131	128	106	82	118	45
Dcor_evm.model.hic_scaffold_9_pilon.761	435	158	423	1858	668	1412	1598	2610	238	198	283	224	245	211	267	277	231	245	280	256
Dcor_evm.model.hic_scaffold_9_pilon.762	1704	82	5	18	25	152	114	26	4	5	5	0	4	4	11	7	10	3	9	2
Dcor_evm.model.hic_scaffold_9_pilon.763	570	137	37	1481	1274	1017	909	1686	261	269	126	232	182	227	246	249	215	223	210	101
Dcor_evm.model.hic_scaffold_9_pilon.764	2343	357	50	1028	4779	11773	4164	5214	958	944	497	690	820	781	938	927	960	821	889	350
Dcor_evm.model.hic_scaffold_9_pilon.765	480	240	747	3047	118	40	377	93	9	8	5	4	2	9	15	14	6	6	6	13
Dcor_evm.model.hic_scaffold_9_pilon.766	7236	48	62	1814	2768	18049	11477	3016	316	395	144	176	361	508	550	561	491	447	616	94
Dcor_evm.model.hic_scaffold_9_pilon.767	2250	495	197	1525	2927	3124	1085	6621	789	744	445	574	619	657	925	813	861	781	852	361
Dcor_evm.model.hic_scaffold_9_pilon.768	1317	474	177	1003	2810	4994	2851	4262	571	560	454	532	520	493	719	733	693	533	715	469
Dcor_evm.model.hic_scaffold_9_pilon.769	1362	121	142	416	614	4108	701	872	124	156	105	131	117	121	204	189	174	162	205	93
Dcor_evm.model.hic_scaffold_9_pilon.770	357	18	72	212	69	37	66	37	1	9	1	1	6	5	8	8	5	3	8	2
Dcor_evm.model.hic_scaffold_9_pilon.771	1419	40	23	513	851	820	162	1343	263	259	99	195	232	248	230	237	208	164	210	115
Dcor_evm.model.hic_scaffold_9_pilon.772	264	0	0	10	2	10	0	0	0	2	0	3	0	1	0	0	0	2	1	0
Dcor_evm.model.hic_scaffold_9_pilon.773	498	24	0	121	545	240	131	1162	200	189	96	144	149	187	167	165	166	164	159	79
Dcor_evm.model.hic_scaffold_9_pilon.774	471	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	2
Dcor_evm.model.hic_scaffold_9_pilon.775	1278	164	165	1589	3620	1159	1789	19597	1202	1148	847	894	1034	1092	1910	1794	1549	1299	1714	803
Dcor_evm.model.hic_scaffold_9_pilon.776	288	18	0	65	115	34	71	565	73	72	61	63	74	88	113	120	93	84	91	39
Dcor_evm.model.hic_scaffold_9_pilon.777	2151	1869	2880	5048	46205	18947	67938	52964	20716	20224	16127	18334	18258	15338	23649	22763	24894	21289	23746	15821
Dcor_evm.model.hic_scaffold_9_pilon.778	3096	666	488	6329	9619	17455	25156	15669	1953	1876	1411	1558	1684	1800	2142	2094	1722	1497	1971	1351
Dcor_evm.model.hic_scaffold_9_pilon.779	480	474	1630	3964	739	1608	2166	2932	223	206	239	221	197	218	266	251	247	185	293	215
Dcor_evm.model.hic_scaffold_9_pilon.780	2988	548	926	2431	1528	7018	4083	2880	288	306	258	265	259	257	362	336	313	275	329	216
Dcor_evm.model.hic_scaffold_9_pilon.781	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.782	267	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.783	2189	50	26	990	380	903	91	1504	206	152	63	134	156	138	242	216	255	189	221	70
Dcor_evm.model.hic_scaffold_9_pilon.784	1443	0	0	0	2	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.785	342	8	4	26	19	16	22	117	13	27	17	7	14	14	48	58	18	28	34	14
Dcor_evm.model.hic_scaffold_9_pilon.786	435	0	19	208	5	28	97	265	26	18	20	30	17	22	60	63	51	26	47	10
Dcor_evm.model.hic_scaffold_9_pilon.787	399	56	4	223	7	20	34	27	0	1	0	1	0	0	1	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.788	588	270	1363	2886	478	520	1968	1089	168	168	148	173	169	134	282	324	296	285	345	195
Dcor_evm.model.hic_scaffold_9_pilon.789	528	0	182	28	2282	21	9286	3552	27	26	21	34	23	17	11	10	8	5	8	56
Dcor_evm.model.hic_scaffold_9_pilon.790	627	0	0	2	55	12	23	10	13	10	14	5	4	7	14	12	6	18	9	12
Dcor_evm.model.hic_scaffold_9_pilon.791	873	0	0	70	110	4343	11	8	4	2	0	2	1	0	4	3	3	7	6	2
Dcor_evm.model.hic_scaffold_9_pilon.792	888	20	0	4	53	186	10	12	4	7	0	1	2	3	8	9	6	5	5	2
Dcor_evm.model.hic_scaffold_9_pilon.793	231	54	95	71	24	3	62	10	1	3	2	3	3	1	8	10	3	7	7	0
Dcor_evm.model.hic_scaffold_9_pilon.794	2505	242	8	1039	812	700	310	4210	429	402	167	325	323	356	436	435	390	408	397	183
Dcor_evm.model.hic_scaffold_9_pilon.795	690	256	930	2016	513	3096	684	1558	55	69	56	74	68	70	103	101	100	89	123	54
Dcor_evm.model.hic_scaffold_9_pilon.796	1761	18	22	127	167	1527	199	604	4	8	1	3	3	5	9	11	8	3	8	2
Dcor_evm.model.hic_scaffold_9_pilon.797	447	202	241	598	322	621	1251	3104	55	65	64	73	58	57	105	95	100	85	99	43
Dcor_evm.model.hic_scaffold_9_pilon.798	1233	360	671	660	2727	4879	7374	4161	397	403	378	410	351	387	568	527	600	471	575	366
Dcor_evm.model.hic_scaffold_9_pilon.799	630	800	554	1714	280	816	910	1806	58	63	63	54	48	57	52	76	55	55	60	31
Dcor_evm.model.hic_scaffold_9_pilon.800	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.801	624	0	8	17	105	342	27	4	7	5	0	4	4	8	1	5	6	1	5	4
Dcor_evm.model.hic_scaffold_9_pilon.802	369	6	0	50	60	67	16	149	31	35	14	26	31	41	29	32	19	13	21	12
Dcor_evm.model.hic_scaffold_9_pilon.803	177	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dcor_evm.model.hic_scaffold_9_pilon.804	981	28	6	204	419	624	56	1356	158	155	51	87	106	136	109	124	82	87	84	32
Dcor_evm.model.hic_scaffold_9_pilon.805	216	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.806	411	0	0	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.807	783	182	634	3250	1028	1713	2811	3959	243	248	210	243	227	167	354	383	283	230	309	196
Dcor_evm.model.hic_scaffold_9_pilon.808	1062	6	75	1880	717	2996	1462	918	138	116	111	112	116	104	155	133	167	121	168	146
Dcor_evm.model.hic_scaffold_9_pilon.809	675	191	964	4130	1049	1327	1938	2263	225	239	188	241	227	205	254	263	263	211	250	158
Dcor_evm.model.hic_scaffold_9_pilon.810	873	208	34	591	2037	860	303	1466	455	516	227	389	371	386	476	437	426	403	404	152
Dcor_evm.model.hic_scaffold_9_pilon.811	1860	748	481	1482	3629	2369	800	3988	1349	1314	739	1037	1058	996	1229	1242	1145	1050	1073	485
Dcor_evm.model.hic_scaffold_9_pilon.812	321	117	214	305	368	570	292	766	53	42	35	38	37	21	54	41	30	34	52	16
Dcor_evm.model.hic_scaffold_9_pilon.813	2907	531	504	1277	6569	8528	2585	13712	2697	2705	1581	1907	2319	2356	2951	2817	2488	2277	2727	1572
Dcor_evm.model.hic_scaffold_9_pilon.814	4080	97	98	3047	1336	1026	764	1889	344	374	166	242	302	238	386	400	324	282	358	88
Dcor_evm.model.hic_scaffold_9_pilon.815	960	101	387	114	110	156	316	168	63	45	27	37	45	42	89	76	81	79	89	42
Dcor_evm.model.hic_scaffold_9_pilon.816	498	0	4	2	1334	0	4276	2446	30	23	35	20	19	19	11	10	8	5	16	67
Dcor_evm.model.hic_scaffold_9_pilon.817	1050	30	0	0	2	607	490	0	10	12	0	1	4	7	10	25	19	14	24	1
Dcor_evm.model.hic_scaffold_9_pilon.818	609	13	0	82	166	294	48	73	11	15	10	19	6	11	11	7	7	10	5	2
Dcor_evm.model.hic_scaffold_9_pilon.819	249	14	0	16	19	25	2	16	2	2	6	2	4	3	0	3	2	2	2	0
Dcor_evm.model.hic_scaffold_9_pilon.820	396	0	0	31	20	43	2	6	0	0	1	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.821	279	0	0	4	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.822	1230	0	0	26	12	13	51	28	2	6	8	7	2	5	2	4	6	2	3	0
Dcor_evm.model.hic_scaffold_9_pilon.823	2976	7112	15104	8429	4318	3122	22578	6473	1946	2107	2296	2537	2118	1681	1236	1261	1367	1265	1489	680
Dcor_evm.model.hic_scaffold_9_pilon.824	1596	210	190	17511	14058	163	12711	3724	1029	1090	1099	1296	1040	927	705	745	907	872	856	360
Dcor_evm.model.hic_scaffold_9_pilon.825	3039	19	18	3939	18257	12	8196	3556	946	998	1107	1137	980	861	596	618	743	674	758	355
Dcor_evm.model.hic_scaffold_9_pilon.826	807	38	22	4	400	0	9	6	1	1	1	1	1	1	3	1	2	3	1	0
Dcor_evm.model.hic_scaffold_9_pilon.827	279	0	0	6	106	16	8	4	4	1	2	5	2	5	1	4	2	0	1	7
Dcor_evm.model.hic_scaffold_9_pilon.828	804	112	0	14	17	2147	2588	14	54	59	5	7	41	69	115	112	75	55	109	0
Dcor_evm.model.hic_scaffold_9_pilon.829	528	246	210	2665	2046	540	3622	2744	1070	1139	1455	1681	1233	966	601	629	1304	1066	906	572
Dcor_evm.model.hic_scaffold_9_pilon.830	2397	0	13	40	73	599	1235	32	42	45	13	20	26	47	49	52	43	30	47	6
Dcor_evm.model.hic_scaffold_9_pilon.831	822	390	133	4112	4258	6715	6349	5213	673	653	444	667	577	559	652	645	693	627	633	332
Dcor_evm.model.hic_scaffold_9_pilon.832	1284	139	139	911	1819	7087	1831	2758	299	379	244	295	266	298	430	405	404	401	400	188
Dcor_evm.model.hic_scaffold_9_pilon.833	552	1259	6597	23937	6825	5524	10974	9475	2073	1948	2671	2520	2141	1986	1766	1651	1903	1486	1960	1886
Dcor_evm.model.hic_scaffold_9_pilon.834	6399	421	95	4147	685	965	770	1709	231	244	102	200	209	240	270	272	267	221	246	99
Dcor_evm.model.hic_scaffold_9_pilon.835	186	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.836	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.837	630	0	12	92	2	3	6	25	8	3	0	4	6	2	8	6	3	8	5	1
Dcor_evm.model.hic_scaffold_9_pilon.838	1758	48	118	845	517	2518	717	293	24	29	17	24	19	7	30	36	17	18	29	8
Dcor_evm.model.hic_scaffold_9_pilon.839	3102	132	160	10108	1237	4401	2060	2363	61	57	41	39	59	36	92	108	82	56	84	42
Dcor_evm.model.hic_scaffold_9_pilon.840	225	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.841	1935	0	0	191	128	473	120	125	7	8	6	6	8	10	14	11	8	14	16	6
Dcor_evm.model.hic_scaffold_9_pilon.842	190	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_9_pilon.843	465	1273	1830	3349	1701	1994	2073	2648	92	121	116	117	100	86	110	132	105	107	116	61
Dcor_evm.model.hic_scaffold_9_pilon.844	657	608	919	7039	7709	15466	13991	6055	1142	1179	950	1140	1088	934	1252	1183	1306	1115	1285	704
Dcor_evm.model.hic_scaffold_9_pilon.845	432	900	626	1651	359	473	742	788	93	89	108	110	88	72	106	92	113	70	105	76
Dcor_evm.model.hic_scaffold_9_pilon.846	2145	928	1441	5663	7590	14894	17696	15230	1415	1450	1168	1333	1317	1218	2984	2925	2760	2385	2900	1413
Dcor_evm.model.hic_scaffold_9_pilon.847	963	1424	1622	22385	3321	211	8903	6303	767	812	818	753	779	673	834	832	757	620	883	626
Dcor_evm.model.hic_scaffold_9_pilon.848	240	398	153	7442	1132	35	2368	810	153	154	116	154	139	100	151	140	137	139	151	56
Dcor_evm.model.hic_scaffold_9_pilon.849	741	98	6	87	78	4744	6905	4	171	156	9	15	133	277	283	310	247	209	271	10
Dcor_evm.model.hic_scaffold_9_pilon.850	378	377	749	1842	356	948	624	1157	20	19	28	26	33	18	26	36	25	26	34	16
Dcor_evm.model.hic_scaffold_9_pilon.851	699	134	512	2343	374	579	770	578	96	102	121	133	90	106	126	95	122	119	118	79
Dcor_evm.model.hic_scaffold_9_pilon.852	219	692	726	1917	9518	510	1051	460	9	7	5	7	9	21	13	8	13	27	8	46
Dcor_evm.model.hic_scaffold_9_pilon.853	318	110	46	1332	3597	3	383	78	5	10	13	10	15	22	4	7	1	3	8	21
Dcor_evm.model.hic_scaffold_9_pilon.854	540	12	0	66	3581	6	138	124	9	3	7	8	6	9	13	12	5	5	11	16
Dcor_evm.model.hic_scaffold_9_pilon.855	255	2677	2766	6028	7238	472	1900	1858	51	70	52	62	62	85	126	82	96	89	108	260
Dcor_evm.model.hic_scaffold_9_pilon.856	570	6527	14745	71246	5426	3939	10414	17835	7085	6755	10816	10669	7294	10023	4394	4134	5267	4775	4577	4960
Dcor_evm.model.hic_scaffold_9_pilon.857	741	954	312	1319	1562	9	2608	2239	421	398	467	491	376	449	354	397	360	316	381	481
Dcor_evm.model.hic_scaffold_9_pilon.858	408	0	20	16	25	2	0	2	2	0	3	2	3	5	3	5	4	4	4	8
Dcor_evm.model.hic_scaffold_9_pilon.859	6060	50	82	131	66	442	638	63	10	11	1	4	16	7	12	17	10	4	18	2
Dcor_evm.model.hic_scaffold_9_pilon.860	4689	10	0	25	18	957	913	31	7	5	0	0	12	14	19	16	5	8	13	1
Dcor_evm.model.hic_scaffold_9_pilon.861	8640	498	160	1498	6190	3743	7265	8199	1671	1644	1074	1217	1377	1152	1801	1682	1419	1223	1642	824
Dcor_evm.model.hic_scaffold_9_pilon.862	1866	8103	4517	17192	8283	6131	32126	15448	4546	4933	3487	4077	4322	3194	12829	12804	10966	9482	12239	6049
Dcor_evm.model.hic_scaffold_9_pilon.863	837	587	844	3951	7638	10455	9068	7479	1484	1539	1499	1556	1367	1253	1697	1682	1963	1618	1745	1267
Dcor_evm.model.hic_scaffold_9_pilon.864	1080	2	32	124	122	256	144	160	173	178	96	135	161	170	141	134	166	150	126	75
Dcor_evm.model.hic_scaffold_9_pilon.865	807	1728	4201	12072	2120	3612	1908	3536	351	399	414	417	362	253	327	345	329	295	420	263
Dcor_evm.model.hic_scaffold_9_pilon.866	210	24	28	698	92	923	118	14	6	12	5	5	7	2	9	6	6	6	15	3
Dcor_evm.model.hic_scaffold_9_pilon.867	393	18	1	916	216	226	1387	253	77	74	54	79	79	87	80	74	76	49	85	33
Dcor_evm.model.hic_scaffold_9_pilon.868	516	95	77	1534	591	1851	1161	488	99	88	71	83	69	87	93	94	91	95	96	28
Dcor_evm.model.hic_scaffold_9_pilon.869	2421	54	109	1692	935	2364	1810	2287	45	50	25	24	40	37	59	83	52	43	84	27
Dcor_evm.model.hic_scaffold_9_pilon.870	1035	169	2	714	499	995	111	758	198	199	79	135	147	175	185	179	141	154	141	85
Dcor_evm.model.hic_scaffold_9_pilon.871	1338	292	337	922	3251	7941	1183	2088	412	357	276	350	356	357	432	441	431	357	453	183
Dcor_evm.model.hic_scaffold_9_pilon.872	3861	210	32	1532	2964	7344	890	3863	548	543	184	349	432	374	623	582	620	563	635	213
Dcor_evm.model.hic_scaffold_9_pilon.873	1878	30	46	3727	998	4325	3797	2399	116	100	26	54	110	126	195	199	135	125	164	34
Dcor_evm.model.hic_scaffold_9_pilon.874	5472	543	414	2400	9243	12169	9074	9338	2523	2538	1522	1726	2084	1745	2219	2122	2314	1959	2210	1203
Dcor_evm.model.hic_scaffold_9_pilon.875	1011	346	1294	3430	1281	2817	5470	4281	83	125	91	72	92	80	126	102	135	96	129	81
