Orthogroup	Dalotia_update.aa	Liometoxenus.aa
OG0008734	Dcor_evm.model.hic_scaffold_5_pilon.865	Liom_evm.model.scaffold33672.1
OG0008735	Dcor_evm.model.hic_scaffold_5_pilon.93	Liom_evm.model.scaffold03657.1
OG0008736	Dcor_evm.model.hic_scaffold_5_pilon.877	Liom_evm.model.scaffold54506.1
OG0008737	Dcor_evm.model.hic_scaffold_7_pilon.103	Liom_evm.model.scaffold17810.1
OG0008738	Dcor_evm.model.hic_scaffold_7_pilon.1233	Liom_evm.model.scaffold02804.1
OG0008739	Dcor_evm.model.hic_scaffold_9_pilon.264	Liom_evm.model.scaffold24867.1
OG0008741	Dcor_evm.model.hic_scaffold_10_pilon.45	Liom_evm.model.scaffold60387.1
OG0008742	Dcor_evm.model.hic_scaffold_1_pilon.1012	Liom_evm.model.scaffold56438.9
OG0008743	Dcor_evm.model.hic_scaffold_6_pilon.1720	Liom_evm.model.scaffold22422.1
OG0008744	Dcor_evm.model.hic_scaffold_6_pilon.100	Liom_evm.model.scaffold14306.1
OG0008745	Dcor_evm.model.hic_scaffold_10_pilon.809	Liom_evm.model.scaffold22238.3
OG0008746	Dcor_evm.model.hic_scaffold_1_pilon.474	Liom_evm.model.scaffold17135.1
OG0008747	Dcor_evm.model.hic_scaffold_1_pilon.1154	Liom_evm.model.scaffold01296.2
OG0008748	Dcor_evm.model.hic_scaffold_9_pilon.845	Liom_evm.model.scaffold40058.3
OG0008749	Dcor_evm.model.hic_scaffold_14_pilon.80, Dcor_evm.model.hic_scaffold_9_pilon.447	Liom_evm.model.scaffold44847.1
OG0008750	Dcor_evm.model.hic_scaffold_4_pilon.1243	Liom_evm.model.scaffold16154.1
OG0008751	Dcor_evm.model.scaffold5830_size1088.1	Liom_evm.model.scaffold24539.1
OG0008752	Dcor_evm.model.hic_scaffold_9_pilon.969	Liom_evm.model.scaffold03582.1, Liom_evm.model.scaffold10006.1
OG0008753	Dcor_evm.model.hic_scaffold_3_pilon.245	Liom_evm.model.scaffold27878.1
OG0008754	Dcor_evm.model.hic_scaffold_1_pilon.203	Liom_evm.model.scaffold57777.3
OG0008755	Dcor_evm.model.hic_scaffold_6_pilon.1512	Liom_evm.model.scaffold40412.1
OG0008758	Dcor_evm.model.hic_scaffold_6_pilon.165	Liom_evm.model.scaffold22630.1
OG0008759	Dcor_evm.model.hic_scaffold_6_pilon.534	Liom_evm.model.scaffold33386.4
OG0008761	Dcor_evm.model.hic_scaffold_16_pilon.63, Dcor_evm.model.hic_scaffold_6_pilon.560	Liom_evm.model.scaffold51345.1
OG0008765	Dcor_evm.model.hic_scaffold_16_pilon.200	Liom_evm.model.scaffold39046.1, Liom_evm.model.scaffold21022.1
OG0008767	Dcor_evm.model.hic_scaffold_8_pilon.547	Liom_evm.model.scaffold49985.1
OG0008768	Dcor_evm.model.hic_scaffold_1_pilon.464	Liom_evm.model.scaffold41953.4
OG0008769	Dcor_evm.model.hic_scaffold_5_pilon.742	Liom_evm.model.scaffold22071.1
OG0008772	Dcor_evm.model.hic_scaffold_7_pilon.1566	Liom_evm.model.scaffold26937.1
OG0008773	Dcor_evm.model.hic_scaffold_10_pilon.108	Liom_evm.model.scaffold00280.2
OG0008774	Dcor_evm.model.hic_scaffold_10_pilon.664	Liom_evm.model.scaffold47748.5
OG0008775	Dcor_evm.model.hic_scaffold_6_pilon.1340	Liom_evm.model.scaffold45179.4
OG0008776	Dcor_evm.model.hic_scaffold_6_pilon.1638	Liom_evm.model.scaffold26735.2
OG0008778	Dcor_evm.model.hic_scaffold_6_pilon.1312	Liom_evm.model.scaffold18889.2
OG0008779	Dcor_evm.model.hic_scaffold_1_pilon.253	Liom_evm.model.scaffold01797.1
OG0008780	Dcor_evm.model.hic_scaffold_10_pilon.413	Liom_evm.model.scaffold05520.1
OG0008781	Dcor_evm.model.hic_scaffold_16_pilon.203	Liom_evm.model.scaffold19836.1
OG0008782	Dcor_evm.model.hic_scaffold_5_pilon.1354	Liom_evm.model.scaffold34230.1
OG0008786	Dcor_evm.model.hic_scaffold_5_pilon.341	Liom_evm.model.scaffold22574.5
OG0008790	Dcor_evm.model.hic_scaffold_64_pilon.14	Liom_evm.model.scaffold39660.2
OG0008791	Dcor_evm.model.hic_scaffold_8_pilon.840	Liom_evm.model.scaffold54357.2
OG0008793	Dcor_evm.model.hic_scaffold_8_pilon.47	Liom_evm.model.scaffold27415.1
OG0008809	Dcor_evm.model.hic_scaffold_4_pilon.1151	Liom_evm.model.scaffold18723.2
OG0008810	Dcor_evm.model.hic_scaffold_5_pilon.1181	Liom_evm.model.scaffold44349.1
OG0008811	Dcor_evm.model.hic_scaffold_7_pilon.511	Liom_evm.model.scaffold44266.1
OG0008812	Dcor_evm.model.hic_scaffold_7_pilon.512	Liom_evm.model.scaffold44266.2
OG0008813	Dcor_evm.model.hic_scaffold_9_pilon.963	Liom_evm.model.scaffold48670.1
OG0008814	Dcor_evm.model.hic_scaffold_9_pilon.1257	Liom_evm.model.scaffold36463.2
OG0008815	Dcor_evm.model.hic_scaffold_10_pilon.748	Liom_evm.model.scaffold25735.2
OG0008816	Dcor_evm.model.hic_scaffold_4_pilon.1217	Liom_evm.model.scaffold24192.1
OG0008817	Dcor_evm.model.hic_scaffold_4_pilon.517	Liom_evm.model.scaffold05559.2
OG0008818	Dcor_evm.model.hic_scaffold_8_pilon.555	Liom_evm.model.scaffold49512.1
OG0008820	Dcor_evm.model.hic_scaffold_9_pilon.918	Liom_evm.model.scaffold56588.2
OG0008822	Dcor_evm.model.hic_scaffold_5_pilon.1171, Dcor_evm.model.hic_scaffold_5_pilon.1173, Dcor_evm.model.hic_scaffold_5_pilon.1297, Dcor_evm.model.hic_scaffold_5_pilon.1172	Liom_evm.model.scaffold49488.1
OG0008823	Dcor_evm.model.hic_scaffold_5_pilon.303	Liom_evm.model.scaffold43053.1
OG0008824	Dcor_evm.model.hic_scaffold_5_pilon.199	Liom_evm.model.scaffold05044.1
OG0008825	Dcor_evm.model.hic_scaffold_52_pilon.4	Liom_evm.model.scaffold51599.2
OG0008826	Dcor_evm.model.hic_scaffold_7_pilon.583	Liom_evm.model.scaffold30643.1
OG0008827	Dcor_evm.model.hic_scaffold_3_pilon.269	Liom_evm.model.scaffold53836.1
OG0008828	Dcor_evm.model.hic_scaffold_1_pilon.200	Liom_evm.model.scaffold17800.1
OG0008829	Dcor_evm.model.hic_scaffold_1_pilon.178, Dcor_evm.model.hic_scaffold_1_pilon.918, Dcor_evm.model.hic_scaffold_9_pilon.1213	Liom_evm.model.scaffold11169.1
OG0008830	Dcor_evm.model.hic_scaffold_1_pilon.31	Liom_evm.model.scaffold37428.1
OG0008831	Dcor_evm.model.hic_scaffold_16_pilon.240, Dcor_evm.model.hic_scaffold_6_pilon.448	Liom_evm.model.scaffold13232.1
OG0008832	Dcor_evm.model.hic_scaffold_10_pilon.887	Liom_evm.model.scaffold17298.1
OG0008833	Dcor_evm.model.hic_scaffold_7_pilon.1278	Liom_evm.model.scaffold35693.1
OG0008834	Dcor_evm.model.hic_scaffold_4_pilon.1059	Liom_evm.model.scaffold44028.1
OG0008835	Dcor_evm.model.hic_scaffold_4_pilon.350	Liom_evm.model.scaffold36629.8
OG0008836	Dcor_evm.model.hic_scaffold_15_pilon.24, Dcor_evm.model.hic_scaffold_15_pilon.25, Dcor_evm.model.hic_scaffold_7_pilon.725	Liom_evm.model.scaffold41949.1
OG0008838	Dcor_evm.model.hic_scaffold_3_pilon.415	Liom_evm.model.scaffold04344.2
OG0008839	Dcor_evm.model.hic_scaffold_3_pilon.442	Liom_evm.model.scaffold30655.2
OG0008840	Dcor_evm.model.hic_scaffold_10_pilon.602	Liom_evm.model.scaffold00353.1
OG0008841	Dcor_evm.model.hic_scaffold_7_pilon.610	Liom_evm.model.scaffold47731.1
OG0008842	Dcor_evm.model.hic_scaffold_9_pilon.1395	Liom_evm.model.scaffold12732.7
OG0008843	Dcor_evm.model.hic_scaffold_13_pilon.7, Dcor_evm.model.hic_scaffold_9_pilon.663	Liom_evm.model.scaffold51570.2
OG0008844	Dcor_evm.model.scaffold4490_size1200.1, Dcor_evm.model.hic_scaffold_44_pilon.25	Liom_evm.model.scaffold25053.1
OG0008845	Dcor_evm.model.hic_scaffold_2_pilon.466	Liom_evm.model.scaffold25692.1
OG0008846	Dcor_evm.model.hic_scaffold_2_pilon.540	Liom_evm.model.scaffold37437.1
OG0008847	Dcor_evm.model.hic_scaffold_3_pilon.111	Liom_evm.model.scaffold23752.3
OG0008848	Dcor_evm.model.hic_scaffold_3_pilon.612	Liom_evm.model.scaffold41889.2
OG0008850	Dcor_evm.model.hic_scaffold_7_pilon.1225	Liom_evm.model.scaffold05439.2
OG0008851	Dcor_evm.model.hic_scaffold_5_pilon.855	Liom_evm.model.scaffold37393.3
OG0008852	Dcor_evm.model.hic_scaffold_5_pilon.851	Liom_evm.model.scaffold36897.1
OG0008853	Dcor_evm.model.hic_scaffold_10_pilon.828	Liom_evm.model.scaffold16685.1
OG0008854	Dcor_evm.model.hic_scaffold_7_pilon.1388	Liom_evm.model.scaffold61037.1
OG0008855	Dcor_evm.model.hic_scaffold_5_pilon.1150	Liom_evm.model.scaffold46059.2
OG0008856	Dcor_evm.model.hic_scaffold_5_pilon.59	Liom_evm.model.scaffold43999.3
OG0008858	Dcor_evm.model.hic_scaffold_3_pilon.948	Liom_evm.model.scaffold36136.3
OG0008859	Dcor_evm.model.hic_scaffold_3_pilon.1444	Liom_evm.model.scaffold32825.1
OG0008861	Dcor_evm.model.hic_scaffold_10_pilon.1299	Liom_evm.model.scaffold02840.3
OG0008864	Dcor_evm.model.hic_scaffold_9_pilon.1823	Liom_evm.model.scaffold56574.3
OG0008865	Dcor_evm.model.hic_scaffold_2_pilon.507	Liom_evm.model.scaffold08304.2
OG0008867	Dcor_evm.model.hic_scaffold_6_pilon.1045	Liom_evm.model.scaffold59351.2
OG0008868	Dcor_evm.model.hic_scaffold_6_pilon.1252	Liom_evm.model.scaffold05901.2
OG0008869	Dcor_evm.model.hic_scaffold_6_pilon.1263	Liom_evm.model.scaffold30959.1
OG0008870	Dcor_evm.model.hic_scaffold_6_pilon.1243	Liom_evm.model.scaffold16550.2
OG0008871	Dcor_evm.model.hic_scaffold_9_pilon.799	Liom_evm.model.scaffold56046.4
OG0008872	Dcor_evm.model.hic_scaffold_16_pilon.74, Dcor_evm.model.hic_scaffold_6_pilon.758	Liom_evm.model.scaffold10134.1
OG0008873	Dcor_evm.model.hic_scaffold_3_pilon.38	Liom_evm.model.scaffold37094.1
OG0008874	Dcor_evm.model.hic_scaffold_10_pilon.1392	Liom_evm.model.scaffold30998.1
OG0008875	Dcor_evm.model.hic_scaffold_4_pilon.1274	Liom_evm.model.scaffold02758.2
OG0008876	Dcor_evm.model.hic_scaffold_9_pilon.246	Liom_evm.model.scaffold03195.1
OG0008877	Dcor_evm.model.hic_scaffold_5_pilon.324	Liom_evm.model.scaffold21428.2
OG0008878	Dcor_evm.model.hic_scaffold_5_pilon.1329	Liom_evm.model.scaffold44538.4
OG0008880	Dcor_evm.model.hic_scaffold_3_pilon.1449	Liom_evm.model.scaffold27161.2
OG0008883	Dcor_evm.model.hic_scaffold_7_pilon.1060	Liom_evm.model.scaffold39624.1
OG0008884	Dcor_evm.model.hic_scaffold_3_pilon.1240, Dcor_evm.model.hic_scaffold_9_pilon.1163	Liom_evm.model.scaffold03184.2
OG0008885	Dcor_evm.model.hic_scaffold_4_pilon.784	Liom_evm.model.scaffold29545.3
OG0008887	Dcor_evm.model.hic_scaffold_7_pilon.144	Liom_evm.model.scaffold39633.1
OG0008888	Dcor_evm.model.hic_scaffold_5_pilon.987	Liom_evm.model.scaffold34949.1
OG0008889	Dcor_evm.model.hic_scaffold_1_pilon.439	Liom_evm.model.scaffold52337.4
OG0008890	Dcor_evm.model.hic_scaffold_4_pilon.1083	Liom_evm.model.scaffold31694.1
OG0008891	Dcor_evm.model.hic_scaffold_8_pilon.543	Liom_evm.model.scaffold38846.1
OG0008892	Dcor_evm.model.hic_scaffold_6_pilon.951	Liom_evm.model.scaffold06534.2
OG0008893	Dcor_evm.model.hic_scaffold_4_pilon.545	Liom_evm.model.scaffold47932.2
OG0008894	Dcor_evm.model.hic_scaffold_5_pilon.1117	Liom_evm.model.scaffold08517.2
OG0008895	Dcor_evm.model.hic_scaffold_8_pilon.278	Liom_evm.model.scaffold27200.2
OG0008896	Dcor_evm.model.hic_scaffold_16_pilon.86, Dcor_evm.model.hic_scaffold_6_pilon.746	Liom_evm.model.scaffold14181.1
OG0008897	Dcor_evm.model.hic_scaffold_3_pilon.581	Liom_evm.model.scaffold29583.1
OG0008898	Dcor_evm.model.hic_scaffold_8_pilon.744	Liom_evm.model.scaffold15920.2
OG0008899	Dcor_evm.model.hic_scaffold_4_pilon.972	Liom_evm.model.scaffold13953.1, Liom_evm.model.scaffold21333.2
OG0008900	Dcor_evm.model.hic_scaffold_4_pilon.22	Liom_evm.model.scaffold06884.2
OG0008901	Dcor_evm.model.hic_scaffold_6_pilon.1478	Liom_evm.model.scaffold01742.1
OG0008903	Dcor_evm.model.hic_scaffold_6_pilon.967	Liom_evm.model.scaffold08250.2
OG0008905	Dcor_evm.model.hic_scaffold_6_pilon.1823	Liom_evm.model.scaffold18915.4
OG0008906	Dcor_evm.model.hic_scaffold_8_pilon.598	Liom_evm.model.scaffold58167.2
OG0008907	Dcor_evm.model.hic_scaffold_6_pilon.960	Liom_evm.model.scaffold38722.1
OG0008908	Dcor_evm.model.hic_scaffold_3_pilon.687	Liom_evm.model.scaffold03415.2
OG0008909	Dcor_evm.model.hic_scaffold_10_pilon.1247	Liom_evm.model.scaffold13816.1
OG0008910	Dcor_evm.model.hic_scaffold_7_pilon.1082	Liom_evm.model.scaffold08186.1
OG0008911	Dcor_evm.model.hic_scaffold_6_pilon.1744	Liom_evm.model.scaffold24454.2
OG0008912	Dcor_evm.model.hic_scaffold_8_pilon.22	Liom_evm.model.scaffold60892.1
OG0008914	Dcor_evm.model.hic_scaffold_10_pilon.1145, Dcor_evm.model.hic_scaffold_10_pilon.1144	Liom_evm.model.scaffold55765.1
OG0008915	Dcor_evm.model.hic_scaffold_10_pilon.1150	Liom_evm.model.scaffold45698.1
OG0008916	Dcor_evm.model.hic_scaffold_5_pilon.971	Liom_evm.model.scaffold09971.2
OG0008918	Dcor_evm.model.hic_scaffold_10_pilon.271	Liom_evm.model.scaffold19425.2
OG0008920	Dcor_evm.model.hic_scaffold_4_pilon.648	Liom_evm.model.scaffold59556.1
OG0008921	Dcor_evm.model.hic_scaffold_4_pilon.535	Liom_evm.model.scaffold11448.2
OG0008922	Dcor_evm.model.hic_scaffold_10_pilon.49	Liom_evm.model.scaffold16961.1
OG0008923	Dcor_evm.model.hic_scaffold_9_pilon.1100	Liom_evm.model.scaffold09628.1
OG0008924	Dcor_evm.model.hic_scaffold_7_pilon.57	Liom_evm.model.scaffold24218.2
OG0008925	Dcor_evm.model.hic_scaffold_4_pilon.1277	Liom_evm.model.scaffold21544.3
OG0008927	Dcor_evm.model.hic_scaffold_2_pilon.382	Liom_evm.model.scaffold57047.2
OG0008928	Dcor_evm.model.hic_scaffold_13_pilon.63, Dcor_evm.model.hic_scaffold_9_pilon.601	Liom_evm.model.scaffold05653.1
OG0008929	Dcor_evm.model.hic_scaffold_5_pilon.826	Liom_evm.model.scaffold23023.1
OG0008930	Dcor_evm.model.hic_scaffold_5_pilon.825	Liom_evm.model.scaffold15455.1
OG0008931	Dcor_evm.model.hic_scaffold_2_pilon.43	Liom_evm.model.scaffold13807.6
OG0008933	Dcor_evm.model.hic_scaffold_1_pilon.223	Liom_evm.model.scaffold19130.4
OG0008934	Dcor_evm.model.hic_scaffold_1_pilon.347	Liom_evm.model.scaffold19130.5
OG0008935	Dcor_evm.model.hic_scaffold_10_pilon.779	Liom_evm.model.scaffold25281.4
OG0008936	Dcor_evm.model.hic_scaffold_1_pilon.981	Liom_evm.model.scaffold49847.1
OG0008937	Dcor_evm.model.hic_scaffold_9_pilon.1352	Liom_evm.model.scaffold54923.2
OG0008938	Dcor_evm.model.hic_scaffold_9_pilon.1353	Liom_evm.model.scaffold11112.2, Liom_evm.model.scaffold15068.1
OG0008941	Dcor_evm.model.hic_scaffold_9_pilon.677	Liom_evm.model.scaffold17838.1
OG0008942	Dcor_evm.model.hic_scaffold_10_pilon.503	Liom_evm.model.scaffold39841.1
OG0008943	Dcor_evm.model.hic_scaffold_10_pilon.929	Liom_evm.model.scaffold33151.2
OG0008947	Dcor_evm.model.hic_scaffold_9_pilon.265	Liom_evm.model.scaffold39253.1
OG0008948	Dcor_evm.model.hic_scaffold_16_pilon.237, Dcor_evm.model.hic_scaffold_6_pilon.451	Liom_evm.model.scaffold18540.1
OG0008950	Dcor_evm.model.hic_scaffold_7_pilon.806	Liom_evm.model.scaffold08319.4
OG0008951	Dcor_evm.model.hic_scaffold_3_pilon.1036	Liom_evm.model.scaffold56342.2
OG0008953	Dcor_evm.model.hic_scaffold_8_pilon.531	Liom_evm.model.scaffold48642.1
OG0008954	Dcor_evm.model.hic_scaffold_8_pilon.479	Liom_evm.model.scaffold44930.1
OG0008956	Dcor_evm.model.hic_scaffold_3_pilon.79	Liom_evm.model.scaffold38361.4
OG0008957	Dcor_evm.model.hic_scaffold_9_pilon.110	Liom_evm.model.scaffold02036.2
OG0008958	Dcor_evm.model.hic_scaffold_9_pilon.113	Liom_evm.model.scaffold02036.3
OG0008959	Dcor_evm.model.hic_scaffold_4_pilon.360	Liom_evm.model.scaffold12699.2
OG0008962	Dcor_evm.model.hic_scaffold_6_pilon.1049	Liom_evm.model.scaffold19257.1
OG0008965	Dcor_evm.model.hic_scaffold_6_pilon.1521	Liom_evm.model.scaffold41656.1
OG0008966	Dcor_evm.model.hic_scaffold_2_pilon.737	Liom_evm.model.scaffold00690.1
OG0008967	Dcor_evm.model.hic_scaffold_4_pilon.167, Dcor_evm.model.hic_scaffold_5_pilon.1455	Liom_evm.model.scaffold56969.1
OG0008968	Dcor_evm.model.hic_scaffold_3_pilon.311	Liom_evm.model.scaffold34553.1
OG0008969	Dcor_evm.model.hic_scaffold_10_pilon.970	Liom_evm.model.scaffold28757.2
OG0008970	Dcor_evm.model.hic_scaffold_7_pilon.996	Liom_evm.model.scaffold41273.1
OG0008975	Dcor_evm.model.hic_scaffold_9_pilon.994	Liom_evm.model.scaffold28333.2
OG0008976	Dcor_evm.model.hic_scaffold_6_pilon.903	Liom_evm.model.scaffold51795.2
OG0008977	Dcor_evm.model.hic_scaffold_6_pilon.972	Liom_evm.model.scaffold50013.1
OG0008979	Dcor_evm.model.hic_scaffold_5_pilon.1491	Liom_evm.model.scaffold50925.1
OG0008984	Dcor_evm.model.hic_scaffold_42_pilon.5	Liom_evm.model.scaffold18577.1, Liom_evm.model.scaffold39074.2
OG0008986	Dcor_evm.model.hic_scaffold_10_pilon.101	Liom_evm.model.scaffold55166.1
OG0008987	Dcor_evm.model.hic_scaffold_7_pilon.601	Liom_evm.model.scaffold50267.2
OG0008988	Dcor_evm.model.hic_scaffold_3_pilon.583	Liom_evm.model.scaffold44094.2
OG0008990	Dcor_evm.model.hic_scaffold_6_pilon.1435	Liom_evm.model.scaffold07076.3
OG0008991	Dcor_evm.model.hic_scaffold_7_pilon.1211	Liom_evm.model.scaffold16010.1
OG0008993	Dcor_evm.model.hic_scaffold_6_pilon.191	Liom_evm.model.scaffold00020.1
OG0008994	Dcor_evm.model.hic_scaffold_10_pilon.151	Liom_evm.model.scaffold55451.2, Liom_evm.model.scaffold43971.1
OG0008995	Dcor_evm.model.hic_scaffold_5_pilon.4	Liom_evm.model.scaffold23635.1, Liom_evm.model.scaffold23635.2
OG0008997	Dcor_evm.model.hic_scaffold_10_pilon.3	Liom_evm.model.scaffold06985.2, Liom_evm.model.scaffold15509.2
OG0008998	Dcor_evm.model.hic_scaffold_12_pilon.16, Dcor_evm.model.hic_scaffold_3_pilon.1369	Liom_evm.model.scaffold13780.1
OG0008999	Dcor_evm.model.hic_scaffold_8_pilon.23	Liom_evm.model.scaffold44601.1
OG0009000	Dcor_evm.model.hic_scaffold_5_pilon.532	Liom_evm.model.scaffold38106.2
OG0009002	Dcor_evm.model.hic_scaffold_1_pilon.748	Liom_evm.model.scaffold14138.1
OG0009003	Dcor_evm.model.hic_scaffold_1_pilon.24	Liom_evm.model.scaffold02786.5
OG0009022	Dcor_evm.model.hic_scaffold_4_pilon.1281	Liom_evm.model.scaffold57050.2
OG0009023	Dcor_evm.model.hic_scaffold_2_pilon.746, Dcor_evm.model.hic_scaffold_5_pilon.895	Liom_evm.model.scaffold28745.1
OG0009024	Dcor_evm.model.hic_scaffold_14_pilon.9, Dcor_evm.model.hic_scaffold_9_pilon.375	Liom_evm.model.scaffold42711.1
OG0009025	Dcor_evm.model.hic_scaffold_6_pilon.1590	Liom_evm.model.scaffold45439.1
OG0009026	Dcor_evm.model.hic_scaffold_10_pilon.840	Liom_evm.model.scaffold27205.1
OG0009027	Dcor_evm.model.hic_scaffold_8_pilon.683	Liom_evm.model.scaffold43707.3
OG0009028	Dcor_evm.model.hic_scaffold_6_pilon.1762	Liom_evm.model.scaffold58935.1
OG0009029	Dcor_evm.model.hic_scaffold_5_pilon.908	Liom_evm.model.scaffold26198.1
OG0009031	Dcor_evm.model.hic_scaffold_3_pilon.536	Liom_evm.model.scaffold20129.2
OG0009032	Dcor_evm.model.hic_scaffold_5_pilon.935	Liom_evm.model.scaffold57954.3
OG0009033	Dcor_evm.model.hic_scaffold_5_pilon.319	Liom_evm.model.scaffold37941.2
OG0009034	Dcor_evm.model.hic_scaffold_9_pilon.358	Liom_evm.model.scaffold27835.1
OG0009035	Dcor_evm.model.hic_scaffold_9_pilon.1541	Liom_evm.model.scaffold24004.1
OG0009036	Dcor_evm.model.hic_scaffold_9_pilon.936	Liom_evm.model.scaffold51784.1
OG0009038	Dcor_evm.model.hic_scaffold_3_pilon.984	Liom_evm.model.scaffold40064.1
OG0009039	Dcor_evm.model.hic_scaffold_7_pilon.1403	Liom_evm.model.scaffold37813.1
OG0009040	Dcor_evm.model.hic_scaffold_7_pilon.787	Liom_evm.model.scaffold34167.1
OG0009041	Dcor_evm.model.hic_scaffold_7_pilon.1525	Liom_evm.model.scaffold29040.1
OG0009042	Dcor_evm.model.hic_scaffold_9_pilon.1446	Liom_evm.model.scaffold18366.1
OG0009043	Dcor_evm.model.hic_scaffold_3_pilon.983	Liom_evm.model.scaffold28661.1
OG0009044	Dcor_evm.model.hic_scaffold_6_pilon.1453, Dcor_evm.model.hic_scaffold_6_pilon.1451	Liom_evm.model.scaffold54889.1
OG0009045	Dcor_evm.model.hic_scaffold_6_pilon.1115	Liom_evm.model.scaffold44953.1
OG0009046	Dcor_evm.model.hic_scaffold_5_pilon.888	Liom_evm.model.scaffold11648.2
OG0009047	Dcor_evm.model.hic_scaffold_4_pilon.677	Liom_evm.model.scaffold07700.3
OG0009048	Dcor_evm.model.hic_scaffold_2_pilon.245	Liom_evm.model.scaffold30028.1
OG0009049	Dcor_evm.model.hic_scaffold_1_pilon.988	Liom_evm.model.scaffold60834.1
OG0009050	Dcor_evm.model.hic_scaffold_9_pilon.1415	Liom_evm.model.scaffold54740.3
OG0009051	Dcor_evm.model.hic_scaffold_5_pilon.249	Liom_evm.model.scaffold30676.1
OG0009052	Dcor_evm.model.hic_scaffold_19_pilon.6, Dcor_evm.model.hic_scaffold_66_pilon.8, Dcor_evm.model.hic_scaffold_19_pilon.4, Dcor_evm.model.hic_scaffold_66_pilon.6, Dcor_evm.model.hic_scaffold_66_pilon.7	Liom_evm.model.scaffold25749.1
OG0009053	Dcor_evm.model.hic_scaffold_6_pilon.1199	Liom_evm.model.scaffold08762.1
OG0009054	Dcor_evm.model.hic_scaffold_6_pilon.989	Liom_evm.model.scaffold14123.1
OG0009056	Dcor_evm.model.hic_scaffold_6_pilon.1057	Liom_evm.model.scaffold59329.6
OG0009057	Dcor_evm.model.hic_scaffold_2_pilon.96	Liom_evm.model.scaffold25104.1, Liom_evm.model.scaffold42370.1
OG0009058	Dcor_evm.model.hic_scaffold_2_pilon.544	Liom_evm.model.scaffold04936.1
OG0009059	Dcor_evm.model.hic_scaffold_6_pilon.138	Liom_evm.model.scaffold34597.1
OG0009060	Dcor_evm.model.hic_scaffold_6_pilon.925	Liom_evm.model.scaffold32937.3
OG0009061	Dcor_evm.model.hic_scaffold_3_pilon.643	Liom_evm.model.scaffold07805.1
OG0009062	Dcor_evm.model.hic_scaffold_8_pilon.80	Liom_evm.model.scaffold03224.1
OG0009064	Dcor_evm.model.hic_scaffold_5_pilon.1147	Liom_evm.model.scaffold34214.2
OG0009065	Dcor_evm.model.hic_scaffold_47_pilon.21	Liom_evm.model.scaffold18889.3, Liom_evm.model.scaffold21405.2
OG0009066	Dcor_evm.model.hic_scaffold_10_pilon.133	Liom_evm.model.scaffold58686.1
OG0009067	Dcor_evm.model.hic_scaffold_9_pilon.251	Liom_evm.model.scaffold57263.2
OG0009068	Dcor_evm.model.hic_scaffold_9_pilon.1235	Liom_evm.model.scaffold56569.1
OG0009069	Dcor_evm.model.hic_scaffold_9_pilon.1828	Liom_evm.model.scaffold49453.3
OG0009070	Dcor_evm.model.hic_scaffold_3_pilon.934	Liom_evm.model.scaffold06366.2
OG0009071	Dcor_evm.model.hic_scaffold_3_pilon.1261, Dcor_evm.model.hic_scaffold_9_pilon.1179	Liom_evm.model.scaffold24208.1
OG0009073	Dcor_evm.model.hic_scaffold_7_pilon.1312, Dcor_evm.model.scaffold6715_size1028.1, Dcor_evm.model.hic_scaffold_7_pilon.1311	Liom_evm.model.scaffold19132.1, Liom_evm.model.scaffold59626.1
OG0009074	Dcor_evm.model.hic_scaffold_8_pilon.849	Liom_evm.model.scaffold11200.6
OG0009075	Dcor_evm.model.hic_scaffold_9_pilon.1077	Liom_evm.model.scaffold52944.3
OG0009076	Dcor_evm.model.hic_scaffold_13_pilon.9, Dcor_evm.model.hic_scaffold_9_pilon.660	Liom_evm.model.scaffold15062.2
OG0009077	Dcor_evm.model.hic_scaffold_8_pilon.799	Liom_evm.model.scaffold43858.1, Liom_evm.model.scaffold57291.1
OG0009079	Dcor_evm.model.hic_scaffold_1_pilon.296	Liom_evm.model.scaffold52337.10
OG0009081	Dcor_evm.model.hic_scaffold_5_pilon.292	Liom_evm.model.scaffold15744.1
OG0009082	Dcor_evm.model.hic_scaffold_9_pilon.1311	Liom_evm.model.scaffold07916.1, Liom_evm.model.scaffold02173.1
OG0009083	Dcor_evm.model.hic_scaffold_15_pilon.106, Dcor_evm.model.hic_scaffold_7_pilon.641	Liom_evm.model.scaffold00720.3
OG0009084	Dcor_evm.model.hic_scaffold_6_pilon.24	Liom_evm.model.scaffold09175.1
OG0009085	Dcor_evm.model.hic_scaffold_5_pilon.624	Liom_evm.model.scaffold55473.1
OG0009087	Dcor_evm.model.hic_scaffold_2_pilon.595	Liom_evm.model.scaffold55185.2
OG0009088	Dcor_evm.model.hic_scaffold_1_pilon.695	Liom_evm.model.scaffold17777.6
OG0009089	Dcor_evm.model.hic_scaffold_1_pilon.186	Liom_evm.model.scaffold15318.2
OG0009090	Dcor_evm.model.hic_scaffold_6_pilon.1135	Liom_evm.model.scaffold16115.3
OG0009091	Dcor_evm.model.hic_scaffold_3_pilon.669	Liom_evm.model.scaffold29800.1
OG0009092	Dcor_evm.model.hic_scaffold_6_pilon.536	Liom_evm.model.scaffold01153.2, Liom_evm.model.scaffold44379.4
OG0009094	Dcor_evm.model.hic_scaffold_7_pilon.1257	Liom_evm.model.scaffold49292.3
OG0009095	Dcor_evm.model.hic_scaffold_5_pilon.766	Liom_evm.model.scaffold44242.2
