Geneid	Length	22784	23406	H13	H14	22783	23386	23404	H11	H12	22785
Hol_evm.model.scaffold13081.1	2513	66	5	75	95	13	0	33	27	295	33
Hol_evm.model.scaffold13087.1	1785	548	268	143	31	64	0	128	20	678	22
Hol_evm.model.scaffold13089.1	534	52	3	12	149	57	0	13	65	55	29
Hol_evm.model.scaffold13089.2	243	34	1	7	24	33	0	15	64	66	20
Hol_evm.model.scaffold13090.1	738	11	1	2	0	38	0	8	26	21	1
Hol_evm.model.scaffold13093.1	615	1	1	0	2	1	0	0	2	0	0
Hol_evm.model.scaffold13096.1	582	0	1	0	0	2	0	2	16	10	3
Hol_evm.model.scaffold13096.2	154	0	0	0	0	0	0	0	2	7	0
Hol_evm.model.scaffold13107.1	2159	129	97	26	19	10	0	49	21	36	89
Hol_evm.model.scaffold13109.1	278	84	62	10	9	30	4	38	35	19	17
Hol_evm.model.scaffold13109.2	1136	6	0	0	2	11	0	2	21	8	0
Hol_evm.model.scaffold13111.1	330	790	895	260	1381	180	856	1473	5421	169	224
Hol_evm.model.scaffold13111.2	717	40490	26279	17113	333157	1908	56	4623	54248	13915	3736
Hol_evm.model.scaffold13111.3	660	175	46	123	123	42	0	95	124	19	65
Hol_evm.model.scaffold13111.4	3219	1541	1632	8684	7037	1190	89	1452	2616	3026	1640
Hol_evm.model.scaffold13111.5	1848	716	303	1532	1164	280	1387	1209	337	1856	866
Hol_evm.model.scaffold13111.6	2229	1174	203	735	627	190	0	329	201	366	1405
Hol_evm.model.scaffold13111.7	393	6	0	12	2	10	0	0	12	6	87
Hol_evm.model.scaffold13119.1	2013	226	87	278	435	46	1	225	37	602	473
Hol_evm.model.scaffold13119.2	1566	687	270	463	2156	85	0	238	369	161	858
Hol_evm.model.scaffold13120.1	312	1	1	0	1	2	13	54	2	13	0
Hol_evm.model.scaffold13127.1	1116	85	97	170	388	118	512	100	41	78	304
Hol_evm.model.scaffold13127.2	1560	46	13	56	72	28	0	20	147	104	23
Hol_evm.model.scaffold13127.3	297	1	0	0	29	0	0	1	4	4	0
Hol_evm.model.scaffold13127.4	1674	199	60	64	206	118	0	130	869	87	306
Hol_evm.model.scaffold13127.5	498	24	1	0	4	1	0	4	5	1	18
Hol_evm.model.scaffold13127.6	3888	472	380	603	399	381	189	542	613	1016	1545
Hol_evm.model.scaffold13127.7	309	178	104	126	385	66	0	138	411	543	314
Hol_evm.model.scaffold13127.8	3042	167	170	724	236	139	0	362	132	291	896
Hol_evm.model.scaffold13132.1	231	0	0	0	0	1	0	4	1	0	1
Hol_evm.model.scaffold13132.2	1971	74	26	8	64	21	0	91	12	8	21
Hol_evm.model.scaffold13132.3	318	172	105	3	36	1	0	49	2	4	5
Hol_evm.model.scaffold13132.4	3528	1662	491	2252	1506	210	2	779	1535	1120	3019
Hol_evm.model.scaffold13132.5	2226	313	26	260	648	138	7516	230	240	1443	812
Hol_evm.model.scaffold13132.6	1257	35	147	0	92	192	3910	43	12	0	1
Hol_evm.model.scaffold13132.7	1641	60	3	0	0	7	3	5	15	8	3
Hol_evm.model.scaffold13132.8	3024	6	10	63	201	27	0	1	30	34	10
Hol_evm.model.scaffold13132.9	294	0	2	0	0	30	0	0	3	0	0
Hol_evm.model.scaffold13132.10	2082	2	0	4	0	9	0	2	10	10	15
Hol_evm.model.scaffold13132.11	912	1	0	0	8	2	0	0	2	12	6
Hol_evm.model.scaffold13132.12	7050	792	1107	614	643	1224	2065	2863	776	766	2887
Hol_evm.model.scaffold13136.1	411	0	1	0	6	0	2	0	9	14	2
Hol_evm.model.scaffold13136.2	249	14	23	2	6	20	42	33	15	40	5
Hol_evm.model.scaffold13145.1	375	2	1	7	0	3	0	5	6	10	3
Hol_evm.model.scaffold13145.2	2496	232	145	152	325	123	0	130	321	551	494
Hol_evm.model.scaffold13146.1	350	1875	851	1186	196	86	0	1178	12	438	440
Hol_evm.model.scaffold13146.2	2556	2714	467	1143	5409	703	91	1147	2134	1038	1252
Hol_evm.model.scaffold13146.3	1938	314	170	158	501	122	0	170	100	33	432
Hol_evm.model.scaffold13146.4	2493	162	227	110	546	257	0	194	97	326	231
Hol_evm.model.scaffold13146.5	225	46	0	18	2	17	0	32	3	1	12
Hol_evm.model.scaffold13146.6	1176	40	20	81	8	15	0	70	3	142	94
Hol_evm.model.scaffold13146.7	2001	783	747	3277	73440	149	0	539	10483	543	72
Hol_evm.model.scaffold13146.8	753	7	28	0	1	13	0	5	14	1	0
Hol_evm.model.scaffold13152.1	2509	15	13	6	17	93	0	10	139	34	30
Hol_evm.model.scaffold13155.1	306	9	2	9	0	3	0	11	0	0	79
Hol_evm.model.scaffold13160.1	792	29	2	35	6	8	1	5	11	4	756
Hol_evm.model.scaffold13160.2	1461	686	259	1336	2441	549	25	667	1483	1889	1399
Hol_evm.model.scaffold13160.3	1539	251	214	201	153	68	0	172	185	180	511
Hol_evm.model.scaffold13160.4	1323	545	116	374	607	80	0	247	269	1309	712
Hol_evm.model.scaffold13160.5	1584	4	3	2	9	11	0	6	31	12	11
Hol_evm.model.scaffold13160.6	309	0	3	0	7	5	0	1	7	2	0
Hol_evm.model.scaffold13160.7	1293	5	1	6	0	11	0	1	13	8	0
Hol_evm.model.scaffold13165.1	231	1	1	0	2	4	0	1	2	8	3
Hol_evm.model.scaffold13165.2	642	2	0	0	2	3	0	0	5	4	3
Hol_evm.model.scaffold13165.3	2310	8251	1718	18878	11613	2372	18	3020	2366	5625	1661
Hol_evm.model.scaffold13165.4	3141	935	371	499	1889	492	1	496	909	2162	1461
Hol_evm.model.scaffold13166.1	708	0	2	2	0	8	0	0	55	6	0
Hol_evm.model.scaffold13167.1	306	0	0	1	0	0	0	0	5	2	4
Hol_evm.model.scaffold13167.2	406	2	5	1	0	0	0	9	16	3	7
Hol_evm.model.scaffold13169.1	429	2	3	0	2	3	0	0	0	7	0
Hol_evm.model.scaffold13170.1	2029	3	4	0	5	13	0	43	20	44	31
Hol_evm.model.scaffold13170.2	2016	371	484	479	123	74	0	196	162	2	4247
Hol_evm.model.scaffold13170.3	639	36	27	1	2	15	0	1	9	128	514
Hol_evm.model.scaffold13170.4	375	11	35	12	0	2	0	28	2	1	0
Hol_evm.model.scaffold13170.5	1986	428	666	171	108	279	232	510	187	527	1131
Hol_evm.model.scaffold13170.6	228	2	2	0	1	5	0	1	0	5	3
Hol_evm.model.scaffold13170.7	246	2	0	0	2	6	0	0	2	8	0
Hol_evm.model.scaffold13170.8	264	29	18	50	29	6	209	15	1	1	5
Hol_evm.model.scaffold13170.9	273	8	1	0	1	1	0	0	4	8	1
Hol_evm.model.scaffold13171.1	1839	5	0	0	6	13	0	4	24	15	6
Hol_evm.model.scaffold13174.1	1984	792	370	673	1131	125	0	456	498	416	808
Hol_evm.model.scaffold13175.1	1229	177	57	0	224	48	0	56	226	14	0
Hol_evm.model.scaffold13175.2	201	0	2	0	2	34	0	0	4	5	2
Hol_evm.model.scaffold13178.1	1575	4	2	0	0	10	24	4	6	10	1
Hol_evm.model.scaffold13178.2	1020	1	1	1	6	8	0	0	2	12	0
Hol_evm.model.scaffold13184.1	543	3	0	0	0	6	0	0	12	16	1
Hol_evm.model.scaffold13185.1	1995	22	5	4	249	28	0	3	47	149	68
Hol_evm.model.scaffold13191.1	1632	38	3	2	10	52	0	11	35	31	1
Hol_evm.model.scaffold13192.1	194	0	1	0	0	0	0	2	0	0	0
Hol_evm.model.scaffold13193.1	6678	786	303	413	82	200	2889	638	256	194	798
Hol_evm.model.scaffold13196.1	171	0	3	5	0	3	0	0	122	0	1
Hol_evm.model.scaffold13196.2	519	94	122	174	312	48	0	85	228	172	759
Hol_evm.model.scaffold13196.3	1965	670	407	1009	1009	505	0	539	1240	367	2733
Hol_evm.model.scaffold13198.2	308	3	0	0	0	0	0	19	0	2	36
Hol_evm.model.scaffold13198.1	237	0	0	0	4	1	0	0	2	2	3
Hol_evm.model.scaffold13207.1	1113	0	2	0	0	11	0	1	7	1	0
Hol_evm.model.scaffold13207.2	399	1	0	0	1	0	0	1	0	0	0
Hol_evm.model.scaffold13207.3	1023	1	1	0	4	9	0	4	13	2	1
Hol_evm.model.scaffold13210.1	248	4	2	3	3	2	0	0	14	16	2
Hol_evm.model.scaffold13215.1	372	0	3	0	10	4	0	2	10	21	0
Hol_evm.model.scaffold13216.1	1641	122	80	44	293	55	0	28	1	3	1579
Hol_evm.model.scaffold13216.2	1071	0	27	4	11	7	0	6	13	25	9
Hol_evm.model.scaffold13216.3	2223	489	152	553	417	172	0	238	620	596	208
Hol_evm.model.scaffold13216.4	1053	1	1	4	11	177	0	0	11	30	3
Hol_evm.model.scaffold13216.5	1911	1319	638	1103	2012	964	1	1409	1963	2824	3181
Hol_evm.model.scaffold13220.1	252	0	1	0	0	43	226	316	22	34	192
Hol_evm.model.scaffold13221.1	1157	2	4	0	6	4	0	5	21	3	1
Hol_evm.model.scaffold13221.2	411	2	1	0	0	6	0	0	3	8	2
Hol_evm.model.scaffold13226.1	2118	17	3	20	9	20	0	23	26	20	9
Hol_evm.model.scaffold13226.2	2319	684	642	712	316	196	0	279	588	295	1337
Hol_evm.model.scaffold13226.3	12882	1357	685	956	545	450	0	886	904	1212	2290
Hol_evm.model.scaffold13228.1	531	3	0	0	0	10	0	0	1	2	1
Hol_evm.model.scaffold13228.2	360	3	0	0	0	3	0	0	0	1	0
Hol_evm.model.scaffold13234.1	667	1	0	0	4	12	0	1	30	9	0
Hol_evm.model.scaffold13239.1	1327	3	1	2	7	4	7	1	2	7	1
Hol_evm.model.scaffold13239.2	318	0	0	0	0	1	0	0	2	0	0
Hol_evm.model.scaffold13239.3	726	0	1	0	2	0	0	1	7	8	0
Hol_evm.model.scaffold13240.1	468	22	2	0	0	2	0	7	0	4	685
Hol_evm.model.scaffold13247.1	375	5	2	0	6	1	0	4	6	7	6
Hol_evm.model.scaffold13247.2	411	222	84	27	194	131	0	103	90	124	14
Hol_evm.model.scaffold13247.3	1023	977	387	554	589	242	0	644	351	307	1559
Hol_evm.model.scaffold13247.4	378	1548	1338	2611	3481	650	1	1175	1849	4625	1083
Hol_evm.model.scaffold13249.1	1341	348	163	239	379	152	1	213	714	269	899
Hol_evm.model.scaffold13249.2	2955	92	105	77	60	18	0	99	198	23	195
Hol_evm.model.scaffold13249.3	1725	3041	1201	2645	4638	343	496	1208	509	1430	3336
Hol_evm.model.scaffold13249.4	843	452	144	76	323	135	0	217	643	917	583
Hol_evm.model.scaffold13249.5	768	14	49	14	266	59	0	60	146	385	588
Hol_evm.model.scaffold13249.6	1110	158	14	47	207	179	0	184	239	461	758
Hol_evm.model.scaffold13249.7	1458	543	294	278	189	24	1010	940	26	140	3510
Hol_evm.model.scaffold13249.8	1209	871	465	775	9	128	0	129	36	7	208
Hol_evm.model.scaffold13249.9	180	197	84	189	139	142	0	148	58	228	180
Hol_evm.model.scaffold13251.1	516	0	0	0	1	27	0	0	6	3	6
Hol_evm.model.scaffold13253.1	435	85	46	35	116	291	0	59	123	22	443
Hol_evm.model.scaffold13253.2	459	467	210	577	983	205	1283	454	1119	422	380
Hol_evm.model.scaffold13253.3	663	473	197	200	351	82	0	320	56	86	615
Hol_evm.model.scaffold13259.1	2547	485	65	14	125	409	1	73	388	295	416
Hol_evm.model.scaffold13271.1	231	0	2	0	2	4	0	2	6	5	0
Hol_evm.model.scaffold13273.1	1743	164	340	261	182	172	0	263	19	430	953
Hol_evm.model.scaffold13275.1	1968	1380	322	891	119	126	0	389	351	1041	4165
Hol_evm.model.scaffold13275.2	1200	4960	1715	3582	40896	869	0	4155	8224	3336	219
Hol_evm.model.scaffold13278.1	732	4	0	4	10	2	0	2	34	23	98
Hol_evm.model.scaffold13281.1	930	769	366	963	1352	393	0	806	657	1446	1051
Hol_evm.model.scaffold13281.2	231	1	1	2	2	109	0	1	10	17	0
Hol_evm.model.scaffold13288.1	234	0	0	2	0	0	0	0	0	0	0
Hol_evm.model.scaffold13288.2	552	1	1	1	0	101	0	10	0	36	0
Hol_evm.model.scaffold13298.1	534	52	11	8	2	2	0	7	18	13	3
Hol_evm.model.scaffold13303.1	455	0	0	5	7	4	0	3	11	7	1
Hol_evm.model.scaffold13303.2	690	0	0	17	3	3	0	8	10	11	0
Hol_evm.model.scaffold13305.1	3153	362	35	313	298	97	5468	460	78	31	770
Hol_evm.model.scaffold13305.2	429	0	13	1	0	1	0	3	1	3	14
Hol_evm.model.scaffold13307.1	843	29	0	0	82	2	0	10	11	11	73
Hol_evm.model.scaffold13308.1	291	37	37	47	0	4	0	0	15	0	4
Hol_evm.model.scaffold13319.1	2523	15	13	12	74	2	0	10	180	474	10
Hol_evm.model.scaffold13320.1	336	17	23	3	1	3	0	0	6	3	18
Hol_evm.model.scaffold13320.2	354	1098	304	567	471	327	0	717	682	1441	4888
Hol_evm.model.scaffold13320.3	1920	662	65	569	323	147	0	212	791	787	1381
Hol_evm.model.scaffold13320.4	843	3312	1193	2969	5570	1401	3154	3365	6294	7387	1381
Hol_evm.model.scaffold13323.1	639	0	0	0	2	2	0	0	1	0	4
Hol_evm.model.scaffold13323.2	1977	10	7	4	31	13	0	6	52	53	16
Hol_evm.model.scaffold13323.3	336	0	2	0	0	3	0	0	0	5	1
Hol_evm.model.scaffold13324.1	402	1	0	0	1	3	0	1	2	0	0
Hol_evm.model.scaffold13324.2	925	49	5	16	4	12	0	92	5	5	127
Hol_evm.model.scaffold13326.1	426	0	0	0	0	0	0	0	0	2	0
Hol_evm.model.scaffold13326.2	288	0	0	0	0	0	0	0	0	0	0
Hol_evm.model.scaffold13329.1	1242	193	96	427	4250	44	0	77	868	875	48
Hol_evm.model.scaffold13332.1	311	1	0	0	2	3	0	0	0	4	0
Hol_evm.model.scaffold13332.2	639	0	1	0	7	6	0	4	9	0	3
Hol_evm.model.scaffold13332.3	492	1	2	0	0	6	0	0	14	2	2
Hol_evm.model.scaffold13337.1	4683	8	11	46	84	34	0	4	323	43	27
Hol_evm.model.scaffold13337.2	1974	1537	468	1500	3135	221	0	791	830	616	1740
Hol_evm.model.scaffold13337.3	1464	634	58	605	732	138	0	196	217	379	881
Hol_evm.model.scaffold13344.1	169	0	3	0	0	0	0	2	2	2	0
Hol_evm.model.scaffold13347.1	261	56	1	29	2	2	0	48	15	13	49
Hol_evm.model.scaffold13348.1	316	0	4	0	0	6	0	5	14	10	2
Hol_evm.model.scaffold13349.1	732	74	34	118	77	1	0	54	1	1	3561
Hol_evm.model.scaffold13354.1	651	13	3	5	8	6	0	1	23	37	2
Hol_evm.model.scaffold13359.1	315	0	0	0	0	1	0	0	3	0	0
Hol_evm.model.scaffold13360.1	347	188	92	143	311	106	0	109	0	224	247
Hol_evm.model.scaffold13360.2	243	940	302	1617	163	121	0	140	242	945	104
Hol_evm.model.scaffold13360.3	201	102	91	117	55	32	0	6	37	1	11
Hol_evm.model.scaffold13361.1	729	11	1	8	10	9	0	2	11	11	88
Hol_evm.model.scaffold13368.1	333	0	1	0	3	4	0	0	218	1	1
Hol_evm.model.scaffold13368.2	225	9	0	1	11	5	0	0	6	2	4
Hol_evm.model.scaffold13368.3	1413	11426	4199	20681	25048	1184	9922	4464	1820	3032	2728
Hol_evm.model.scaffold13368.4	1266	2091	138	1232	1452	899	14092	9336	2595	5157	216
Hol_evm.model.scaffold13368.5	1296	127	64	393	0	617	1245	5420	1015	4515	75
Hol_evm.model.scaffold13368.6	1347	248	90	199	0	738	6791	10413	1024	4629	130
Hol_evm.model.scaffold13368.7	990	508	302	370	833	291	0	231	1534	624	2696
Hol_evm.model.scaffold13368.8	567	147	281	124	234	7	0	39	1	2	99
Hol_evm.model.scaffold13373.1	1194	123	52	24	262	77	0	137	149	20	303
Hol_evm.model.scaffold13373.2	1380	488	242	921	1265	107	0	258	273	1011	585
Hol_evm.model.scaffold13375.1	278	0	0	0	0	1	0	0	3	1	0
Hol_evm.model.scaffold13382.1	447	378	277	421	456	135	0	250	519	2275	981
Hol_evm.model.scaffold13382.2	351	1091	906	4175	5848	1340	266	1805	8791	5386	353
Hol_evm.model.scaffold13382.3	243	31	77	55	269	302	0	78	92	256	371
Hol_evm.model.scaffold13382.4	1755	911	469	900	786	313	0	523	159	113	8534
Hol_evm.model.scaffold13382.5	315	89	36	48	76	24	0	30	71	34	583
Hol_evm.model.scaffold13382.6	294	42	42	29	51	34	0	11	218	216	35
Hol_evm.model.scaffold13384.1	627	2	38	2	1	310	0	1	6	5	5
Hol_evm.model.scaffold13384.2	948	2	22	0	2	14	0	2	8	33	1
Hol_evm.model.scaffold13394.1	157	1	0	0	0	3	0	0	2	0	1
Hol_evm.model.scaffold13396.2	196	0	0	0	0	1	0	0	5	1	0
Hol_evm.model.scaffold13396.1	156	0	0	0	2	0	0	0	0	1	0
Hol_evm.model.scaffold13407.1	381	0	1	0	0	0	0	1	2	0	3
Hol_evm.model.scaffold13407.2	426	0	0	0	0	5	0	1	2	7	15
Hol_evm.model.scaffold13407.3	540	0	1	0	0	1	0	0	15	2	1
Hol_evm.model.scaffold13407.4	330	23	6	0	30	10	0	9	41	164	538
Hol_evm.model.scaffold13407.5	291	0	1	0	0	0	0	1	7	1	3
Hol_evm.model.scaffold13413.1	1513	9	2	2	7	24	0	3	20	25	6
Hol_evm.model.scaffold13413.2	432	478	93	357	670	150	0	132	412	781	398
Hol_evm.model.scaffold13415.1	1089	1140	595	298	1687	91	0	225	185	1032	10
Hol_evm.model.scaffold13416.1	546	18	18	12	27	63	0	11	66	61	11
Hol_evm.model.scaffold13423.1	153	0	1	0	0	0	0	4	2	2	0
Hol_evm.model.scaffold13423.2	1428	138	10	126	205	100	0	3	141	357	126
Hol_evm.model.scaffold13423.3	465	28	4	17	9	10	0	2	68	71	12
Hol_evm.model.scaffold13423.4	864	18	4	6	8	13	0	8	18	54	9
Hol_evm.model.scaffold13430.1	173	3	2	0	1	2	0	0	8	5	0
Hol_evm.model.scaffold13431.1	1341	13	7	2	38	91	0	21	215	135	5
Hol_evm.model.scaffold13432.6	260	1	15	0	0	2	0	4	1	3	40
Hol_evm.model.scaffold13432.1	472	2	30	0	0	6	0	0	5	1	26
Hol_evm.model.scaffold13432.2	729	1	6	0	0	1	0	0	11	12	31
Hol_evm.model.scaffold13432.3	213	1	0	0	2	3	0	1	4	1	1
Hol_evm.model.scaffold13432.4	1143	7	1	3	8	5	0	12	22	20	131
Hol_evm.model.scaffold13432.5	2967	56	124	73	6	14	1	110	81	44	179
Hol_evm.model.scaffold13433.1	393	958	381	802	3356	92	0	1052	3136	2638	3929
Hol_evm.model.scaffold13433.2	671	10497	2512	5201	11812	1038	894	28742	1289	26407	183
Hol_evm.model.scaffold13434.1	384	60	68	0	1	7	0	1	7	9	21
Hol_evm.model.scaffold13443.1	1482	0	1	2	0	12	0	2	6	23	2
Hol_evm.model.scaffold13446.1	631	19	2	0	3	6	0	0	0	2	22
Hol_evm.model.scaffold13447.1	304	1	0	0	0	2	0	2	2	4	0
Hol_evm.model.scaffold13447.2	610	21	10	16	11	27	1	4	58	55	24
Hol_evm.model.scaffold13448.1	248	1	15	0	0	1	0	0	4	1	31
Hol_evm.model.scaffold13449.1	1447	32	16	28	38	33	0	72	85	191	30
Hol_evm.model.scaffold13452.1	331	0	0	0	0	6	0	0	0	0	0
Hol_evm.model.scaffold13454.1	180	36	1	2	1	2	0	0	6	0	14
Hol_evm.model.scaffold13454.2	234	2	2	0	4	0	0	0	3	2	0
Hol_evm.model.scaffold13454.3	282	1	0	0	0	1	0	0	2	6	3
Hol_evm.model.scaffold13456.1	3795	286	294	181	22	78	0	267	48	57	406
Hol_evm.model.scaffold13456.2	2847	10	16	28	9	166	0	32	35	39	3891
Hol_evm.model.scaffold13456.3	636	2	1	0	3	5	0	1	11	9	9
Hol_evm.model.scaffold13456.4	1149	656	328	494	572	299	0	246	18	5	76
Hol_evm.model.scaffold13456.5	1494	276	15	388	6	50	43	155	63	180	19127
Hol_evm.model.scaffold13456.6	2265	2	1	30	372	25	0	4	858	23	6
Hol_evm.model.scaffold13456.7	1251	0	159	4	0	8	0	0	11	4	2
Hol_evm.model.scaffold13456.8	738	4	17	0	2	1062	0	10	10	8	26
Hol_evm.model.scaffold13456.9	2088	200	94	26	328	28	0	593	35	25	796
Hol_evm.model.scaffold13456.10	210	35	1	37	11	11	0	80	7	17	92
Hol_evm.model.scaffold13456.11	693	647	364	397	1021	406	0	254	503	195	692
Hol_evm.model.scaffold13456.12	1038	904	460	747	1126	275	0	639	1009	379	727
Hol_evm.model.scaffold13459.1	1032	199	38	88	172	30	0	92	10	3	12
Hol_evm.model.scaffold13459.2	2568	1848	658	809	845	239	6774	1649	650	667	2836
Hol_evm.model.scaffold13459.3	5253	634	416	684	1567	280	0	672	403	917	1182
Hol_evm.model.scaffold13459.4	1944	117	98	382	80	232	0	113	420	60	274
Hol_evm.model.scaffold13459.5	1224	186	241	243	1022	333	0	703	22	1585	95
Hol_evm.model.scaffold13459.6	3048	71	8	24	19	18	0	145	53	70	18
Hol_evm.model.scaffold13459.7	1641	5851	2177	5414	4544	1944	6125	4344	2187	16296	2606
Hol_evm.model.scaffold13459.8	1020	1021	689	624	431	187	78	615	299	2313	252
Hol_evm.model.scaffold13459.9	1746	902	667	1151	857	356	0	787	725	157	1714
Hol_evm.model.scaffold13459.10	651	1181	1405	944	1670	1996	84	2924	908	816	1233
Hol_evm.model.scaffold13459.11	372	538	576	229	381	407	1478	1285	166	300	502
Hol_evm.model.scaffold13459.12	909	1105	376	669	1095	156	90	563	555	1351	1109
Hol_evm.model.scaffold13459.13	2196	1011	940	572	1637	283	9	854	556	363	612
Hol_evm.model.scaffold13461.1	633	110	40	26	0	31	0	9	8	2	7
Hol_evm.model.scaffold13464.1	726	2	0	0	6	5	0	16	2	2	0
Hol_evm.model.scaffold13468.1	657	14	5	8	19	18	0	7	36	65	12
Hol_evm.model.scaffold13472.1	348	0	0	0	3	1	0	2	2	8	0
Hol_evm.model.scaffold13472.2	1104	184	35	47	8	3	0	60	6	7	60
Hol_evm.model.scaffold13472.3	4635	792	107	244	725	334	0	242	623	126	150
Hol_evm.model.scaffold13474.1	882	1	3	1	1	15	0	10	14	8	7
Hol_evm.model.scaffold13475.1	1872	747	360	703	827	74	0	603	215	523	972
Hol_evm.model.scaffold13475.2	663	1284	660	1269	1098	223	1832	857	377	1979	2983
Hol_evm.model.scaffold13476.1	2212	3	10	14	52	4	0	8	121	189	3
Hol_evm.model.scaffold13477.1	349	2	2	1	3	8	0	2	17	4	0
Hol_evm.model.scaffold13482.1	1314	2194	1064	2290	3104	2827	2	971	1095	1365	452
Hol_evm.model.scaffold13482.2	1475	355	183	630	1059	1217	0	95	392	167	73
Hol_evm.model.scaffold13485.1	267	0	0	0	1	0	0	0	1	1	1
Hol_evm.model.scaffold13485.2	729	24	11	0	0	4	0	10	3	7	24
Hol_evm.model.scaffold13485.3	192	0	1	0	0	1	0	5	2	4	7
Hol_evm.model.scaffold13486.1	219	51	0	0	0	1	0	122	34	0	49
Hol_evm.model.scaffold13490.1	345	879	1009	320	938	344	641	1313	807	1632	46
Hol_evm.model.scaffold13493.1	2112	685	289	323	472	102	2370	1194	134	323	30
Hol_evm.model.scaffold13496.1	365	1	1	0	2	31	0	0	6	9	1
Hol_evm.model.scaffold13500.3	212	0	0	0	0	2	0	0	2	0	0
Hol_evm.model.scaffold13500.4	189	0	0	0	0	0	0	2	0	2	2
Hol_evm.model.scaffold13500.1	2691	183	13	53	66	53	0	91	143	183	1208
Hol_evm.model.scaffold13500.2	246	1	0	0	1	1	0	0	8	1	1
Hol_evm.model.scaffold13502.1	1257	28	16	17	69	34	0	14	235	281	22
Hol_evm.model.scaffold13502.2	690	6	1	4	0	7	0	0	18	36	1
Hol_evm.model.scaffold13504.1	701	259	338	159	78	232	202	201	338	13	98
Hol_evm.model.scaffold13504.2	606	156	65	408	598	115	1	136	822	40	289
Hol_evm.model.scaffold13504.3	735	2164	699	1397	2046	355	0	733	1753	4449	5012
Hol_evm.model.scaffold13504.4	1521	111	149	46	14	582	0	18	30	18	80
Hol_evm.model.scaffold13504.5	324	5	26	4	6	57	0	14	8	2	14
Hol_evm.model.scaffold13506.1	336	7	0	0	0	3	0	1	19	2	9
Hol_evm.model.scaffold13510.1	282	0	3	0	2	19	0	6	3	2	4
Hol_evm.model.scaffold13510.2	1935	69	5	82	18	27	0	24	32	41	801
Hol_evm.model.scaffold13511.1	745	13	350	46	3	9	0	14	10	5	0
Hol_evm.model.scaffold13517.1	477	2	8	13	70	8	0	7	210	177	1
Hol_evm.model.scaffold13520.1	355	9	11	14	30	55	0	21	118	165	8
Hol_evm.model.scaffold13533.1	918	11313	636	6819	4275	282	0	1133	1122	927	528
Hol_evm.model.scaffold13533.2	954	2793	680	2396	3390	967	0	1528	1972	6904	3006
Hol_evm.model.scaffold13533.3	1317	5800	1123	6756	13069	763	0	3609	3996	10718	16900
Hol_evm.model.scaffold13533.4	3144	1728	1105	892	3148	474	7753	938	974	2294	210
Hol_evm.model.scaffold13533.5	765	184	325	124	544	288	1586	214	353	347	42
Hol_evm.model.scaffold13533.6	780	261	1	124	77	3	0	79	30	279	330
Hol_evm.model.scaffold13533.7	276	83	16	46	40	11	0	55	5	205	121
Hol_evm.model.scaffold13533.8	861	890	564	770	473	426	0	434	24	1469	652
Hol_evm.model.scaffold13533.9	3072	6	11	177	61	30	0	27	21	31	93
Hol_evm.model.scaffold13535.1	1269	258	412	55	4	10	0	58	7	355	28
Hol_evm.model.scaffold13538.1	1476	292	63	13	35	195	0	39	169	137	742
Hol_evm.model.scaffold13539.1	1616	319	186	681	1041	163	0	332	100	297	726
Hol_evm.model.scaffold13539.2	2055	742	193	518	391	40	0	140	30	26	1652
Hol_evm.model.scaffold13541.1	420	0	0	0	0	2	0	1	2	0	0
Hol_evm.model.scaffold13541.2	714	1	0	2	12	1	0	1	11	8	1
Hol_evm.model.scaffold13547.1	390	1	2	0	0	4	0	2	6	0	2
Hol_evm.model.scaffold13548.1	519	7	1	0	6	13	0	3	20	16	6
Hol_evm.model.scaffold13552.1	290	0	1	0	24	85	1016	719	6	153	23
Hol_evm.model.scaffold13555.1	176	4	0	0	0	1	0	0	0	0	0
Hol_evm.model.scaffold13555.2	1632	215	459	220	204	85	0	111	438	23	216
Hol_evm.model.scaffold13557.1	906	14	1	1	1	2	0	1	0	12	19
Hol_evm.model.scaffold13557.2	744	1	0	0	4	6	0	3	19	6	1
Hol_evm.model.scaffold13557.3	222	1	0	0	0	1	0	0	1	2	1
Hol_evm.model.scaffold13558.1	421	21	0	0	0	1	0	0	4	0	0
Hol_evm.model.scaffold13558.2	504	0	0	0	3	2	0	0	1	2	44
Hol_evm.model.scaffold13558.3	237	1	9	0	0	2	0	8	4	0	4
Hol_evm.model.scaffold13558.4	390	0	0	1	0	0	0	0	8	3	8
Hol_evm.model.scaffold13558.5	306	0	0	0	0	1	0	0	13	2	4
Hol_evm.model.scaffold13559.1	1836	109	156	106	53	43	0	206	30	100	1025
Hol_evm.model.scaffold13560.1	207	2	0	0	0	1	0	0	0	8	1
Hol_evm.model.scaffold13561.1	390	3	1	0	0	6	0	0	8	1	1
Hol_evm.model.scaffold13561.2	981	2457	171	2069	1135	355	1102	779	256	2701	230
Hol_evm.model.scaffold13561.3	1023	0	2	0	0	20	0	1	6	4	4
Hol_evm.model.scaffold13562.1	1324	2	12	0	3	16	0	6	20	8	10
Hol_evm.model.scaffold13563.1	363	16	40	21	17	29	0	42	1	70	552
Hol_evm.model.scaffold13563.2	582	10	28	0	0	5	0	2	3	0	39
Hol_evm.model.scaffold13565.1	609	165	74	150	6	16	0	39	193	625	47
Hol_evm.model.scaffold13565.2	285	88	33	78	3	3	0	21	78	417	26
