Orthogroup	Dalotia_update.aa	Holobus.aa
OG0007619	Dcor_evm.model.hic_scaffold_9_pilon.999	Hol_evm.model.scaffold04947.3
OG0007620	Dcor_evm.model.hic_scaffold_9_pilon.1393	Hol_evm.model.scaffold06225.5
OG0007621	Dcor_evm.model.hic_scaffold_16_pilon.3, Dcor_evm.model.hic_scaffold_6_pilon.830	Hol_evm.model.scaffold11798.1
OG0007622	Dcor_evm.model.hic_scaffold_6_pilon.1163	Hol_evm.model.scaffold16009.4
OG0007623	Dcor_evm.model.hic_scaffold_6_pilon.1394	Hol_evm.model.scaffold01096.1
OG0007626	Dcor_evm.model.hic_scaffold_6_pilon.1832	Hol_evm.model.scaffold04225.2
OG0007627	Dcor_evm.model.hic_scaffold_3_pilon.92	Hol_evm.model.scaffold07791.6
OG0007628	Dcor_evm.model.hic_scaffold_6_pilon.580, Dcor_evm.model.hic_scaffold_6_pilon.623	Hol_evm.model.scaffold11572.4
OG0007630	Dcor_evm.model.hic_scaffold_3_pilon.611	Hol_evm.model.scaffold14952.5
OG0007631	Dcor_evm.model.hic_scaffold_2_pilon.483	Hol_evm.model.scaffold01082.4
OG0007632	Dcor_evm.model.hic_scaffold_12_pilon.37, Dcor_evm.model.hic_scaffold_3_pilon.1389	Hol_evm.model.scaffold01936.1
OG0007633	Dcor_evm.model.hic_scaffold_2_pilon.72	Hol_evm.model.scaffold15448.2
OG0007634	Dcor_evm.model.hic_scaffold_5_pilon.640	Hol_evm.model.scaffold01035.5
OG0007635	Dcor_evm.model.hic_scaffold_4_pilon.1007	Hol_evm.model.scaffold04211.3
OG0007636	Dcor_evm.model.contig_10_pilon.2, Dcor_evm.model.hic_scaffold_7_pilon.352	Hol_evm.model.scaffold11497.5
OG0007637	Dcor_evm.model.hic_scaffold_1_pilon.756	Hol_evm.model.scaffold04131.1
OG0007638	Dcor_evm.model.hic_scaffold_1_pilon.383	Hol_evm.model.scaffold14907.2
OG0007639	Dcor_evm.model.hic_scaffold_5_pilon.1232	Hol_evm.model.scaffold11686.1
OG0007640	Dcor_evm.model.hic_scaffold_1_pilon.775	Hol_evm.model.scaffold03566.1
OG0007641	Dcor_evm.model.hic_scaffold_5_pilon.518	Hol_evm.model.scaffold00346.8
OG0007642	Dcor_evm.model.hic_scaffold_10_pilon.612	Hol_evm.model.scaffold14906.2
OG0007643	Dcor_evm.model.hic_scaffold_10_pilon.246	Hol_evm.model.scaffold01996.2
OG0007644	Dcor_evm.model.hic_scaffold_10_pilon.54	Hol_evm.model.scaffold01299.1
OG0007646	Dcor_evm.model.hic_scaffold_9_pilon.281	Hol_evm.model.scaffold00915.27
OG0007647	Dcor_evm.model.hic_scaffold_9_pilon.1226	Hol_evm.model.scaffold11161.3
OG0007648	Dcor_evm.model.hic_scaffold_9_pilon.1843	Hol_evm.model.scaffold15161.2
OG0007649	Dcor_evm.model.hic_scaffold_9_pilon.1849	Hol_evm.model.scaffold03084.1
OG0007650	Dcor_evm.model.hic_scaffold_5_pilon.195	Hol_evm.model.scaffold06240.20
OG0007651	Dcor_evm.model.hic_scaffold_1_pilon.930	Hol_evm.model.scaffold01782.3
OG0007653	Dcor_evm.model.hic_scaffold_1_pilon.1023	Hol_evm.model.scaffold18959.1
OG0007655	Dcor_evm.model.hic_scaffold_7_pilon.1158	Hol_evm.model.scaffold05324.10
OG0007656	Dcor_evm.model.hic_scaffold_3_pilon.57	Hol_evm.model.scaffold02636.7
OG0007657	Dcor_evm.model.hic_scaffold_3_pilon.59	Hol_evm.model.scaffold02636.9
OG0007658	Dcor_evm.model.hic_scaffold_9_pilon.926	Hol_evm.model.scaffold01614.12
OG0007659	Dcor_evm.model.hic_scaffold_2_pilon.781	Hol_evm.model.scaffold17917.3
OG0007660	Dcor_evm.model.hic_scaffold_3_pilon.1257, Dcor_evm.model.hic_scaffold_9_pilon.1177	Hol_evm.model.scaffold00056.3
OG0007661	Dcor_evm.model.hic_scaffold_7_pilon.1190	Hol_evm.model.scaffold00114.17
OG0007662	Dcor_evm.model.hic_scaffold_16_pilon.232, Dcor_evm.model.hic_scaffold_6_pilon.455	Hol_evm.model.scaffold08530.3
OG0007663	Dcor_evm.model.hic_scaffold_6_pilon.1769	Hol_evm.model.scaffold16136.1
OG0007663	Dcor_evm.model.hic_scaffold_3_pilon.598	Hol_evm.model.scaffold16273.2
OG0007665	Dcor_evm.model.hic_scaffold_6_pilon.654	Hol_evm.model.scaffold12796.2
OG0007666	Dcor_evm.model.hic_scaffold_9_pilon.11	Hol_evm.model.scaffold17200.1
OG0007667	Dcor_evm.model.hic_scaffold_9_pilon.1111	Hol_evm.model.scaffold00436.4
OG0007668	Dcor_evm.model.hic_scaffold_10_pilon.574	Hol_evm.model.scaffold03675.3
OG0007669	Dcor_evm.model.hic_scaffold_2_pilon.39	Hol_evm.model.scaffold04980.6
OG0007670	Dcor_evm.model.hic_scaffold_10_pilon.1387	Hol_evm.model.scaffold05616.1
OG0007671	Dcor_evm.model.hic_scaffold_7_pilon.1316	Hol_evm.model.scaffold18390.2
OG0007673	Dcor_evm.model.hic_scaffold_1_pilon.526	Hol_evm.model.scaffold15346.8
OG0007674	Dcor_evm.model.hic_scaffold_1_pilon.522	Hol_evm.model.scaffold15346.12
OG0007676	Dcor_evm.model.hic_scaffold_8_pilon.795	Hol_evm.model.scaffold11223.14
OG0007677	Dcor_evm.model.hic_scaffold_3_pilon.1313	Hol_evm.model.scaffold06934.9
OG0007678	Dcor_evm.model.hic_scaffold_1_pilon.551	Hol_evm.model.scaffold11256.1
OG0007679	Dcor_evm.model.hic_scaffold_8_pilon.797	Hol_evm.model.scaffold11223.11
OG0007680	Dcor_evm.model.hic_scaffold_6_pilon.923	Hol_evm.model.scaffold00115.4
OG0007681	Dcor_evm.model.hic_scaffold_10_pilon.1390	Hol_evm.model.scaffold14568.4
OG0007682	Dcor_evm.model.hic_scaffold_3_pilon.149	Hol_evm.model.scaffold01355.14
OG0007683	Dcor_evm.model.hic_scaffold_5_pilon.983	Hol_evm.model.scaffold16584.4
OG0007684	Dcor_evm.model.hic_scaffold_9_pilon.202	Hol_evm.model.scaffold03404.7
OG0007686	Dcor_evm.model.hic_scaffold_1_pilon.353	Hol_evm.model.scaffold05594.4
OG0007687	Dcor_evm.model.hic_scaffold_1_pilon.70, Dcor_evm.model.hic_scaffold_4_pilon.1379	Hol_evm.model.scaffold00690.1
OG0007688	Dcor_evm.model.hic_scaffold_14_pilon.99, Dcor_evm.model.hic_scaffold_9_pilon.459	Hol_evm.model.scaffold15682.3
OG0007689	Dcor_evm.model.hic_scaffold_1_pilon.420	Hol_evm.model.scaffold05385.4
OG0007690	Dcor_evm.model.hic_scaffold_10_pilon.909	Hol_evm.model.scaffold12647.1
OG0007691	Dcor_evm.model.hic_scaffold_10_pilon.850	Hol_evm.model.scaffold03795.4
OG0007692	Dcor_evm.model.hic_scaffold_16_pilon.186, Dcor_evm.model.hic_scaffold_6_pilon.498	Hol_evm.model.scaffold08893.2
OG0007693	Dcor_evm.model.hic_scaffold_15_pilon.101, Dcor_evm.model.hic_scaffold_7_pilon.648	Hol_evm.model.scaffold04857.3
OG0007694	Dcor_evm.model.hic_scaffold_7_pilon.649	Hol_evm.model.scaffold04857.2
OG0007695	Dcor_evm.model.hic_scaffold_6_pilon.1528	Hol_evm.model.scaffold10115.4
OG0007697	Dcor_evm.model.hic_scaffold_10_pilon.517	Hol_evm.model.scaffold13730.1
OG0007698	Dcor_evm.model.hic_scaffold_9_pilon.1245	Hol_evm.model.scaffold11161.10
OG0007699	Dcor_evm.model.hic_scaffold_9_pilon.1530	Hol_evm.model.scaffold07347.1
OG0007700	Dcor_evm.model.hic_scaffold_9_pilon.244	Hol_evm.model.scaffold00915.11
OG0007701	Dcor_evm.model.hic_scaffold_10_pilon.1397, Dcor_evm.model.scaffold2321_size1443.1	Hol_evm.model.scaffold13459.12
OG0007702	Dcor_evm.model.hic_scaffold_6_pilon.657	Hol_evm.model.scaffold18982.2
OG0007703	Dcor_evm.model.hic_scaffold_9_pilon.1412	Hol_evm.model.scaffold17264.2
OG0007704	Dcor_evm.model.hic_scaffold_15_pilon.16, Dcor_evm.model.hic_scaffold_7_pilon.1481	Hol_evm.model.scaffold15228.1
OG0007705	Dcor_evm.model.hic_scaffold_5_pilon.280	Hol_evm.model.scaffold18823.6
OG0007706	Dcor_evm.model.hic_scaffold_7_pilon.1498	Hol_evm.model.scaffold12348.5
OG0007707	Dcor_evm.model.hic_scaffold_9_pilon.889	Hol_evm.model.scaffold12711.9
OG0007708	Dcor_evm.model.hic_scaffold_4_pilon.1056	Hol_evm.model.scaffold04984.1
OG0007709	Dcor_evm.model.hic_scaffold_3_pilon.601	Hol_evm.model.scaffold11572.14
OG0007710	Dcor_evm.model.hic_scaffold_3_pilon.1287, Dcor_evm.model.hic_scaffold_9_pilon.1210	Hol_evm.model.scaffold09490.1
OG0007711	Dcor_evm.model.hic_scaffold_8_pilon.349	Hol_evm.model.scaffold14003.10
OG0007712	Dcor_evm.model.hic_scaffold_2_pilon.498	Hol_evm.model.scaffold09844.4
OG0007715	Dcor_evm.model.hic_scaffold_9_pilon.291	Hol_evm.model.scaffold06658.1
OG0007716	Dcor_evm.model.hic_scaffold_9_pilon.1021	Hol_evm.model.scaffold14622.9
OG0007717	Dcor_evm.model.hic_scaffold_1_pilon.1161	Hol_evm.model.scaffold16724.2
OG0007718	Dcor_evm.model.hic_scaffold_4_pilon.747	Hol_evm.model.scaffold16696.6
OG0007719	Dcor_evm.model.hic_scaffold_7_pilon.1090	Hol_evm.model.scaffold09798.1
OG0007720	Dcor_evm.model.hic_scaffold_7_pilon.1099	Hol_evm.model.scaffold09798.10
OG0007721	Dcor_evm.model.hic_scaffold_7_pilon.1083	Hol_evm.model.scaffold13349.1
OG0007722	Dcor_evm.model.hic_scaffold_7_pilon.522	Hol_evm.model.scaffold17827.6
OG0007723	Dcor_evm.model.hic_scaffold_8_pilon.551	Hol_evm.model.scaffold00034.14
OG0007724	Dcor_evm.model.hic_scaffold_8_pilon.237	Hol_evm.model.scaffold03834.7
OG0007726	Dcor_evm.model.hic_scaffold_6_pilon.150	Hol_evm.model.scaffold18192.7
OG0007727	Dcor_evm.model.hic_scaffold_1_pilon.938	Hol_evm.model.scaffold17621.2
OG0007728	Dcor_evm.model.hic_scaffold_9_pilon.69	Hol_evm.model.scaffold03441.1
OG0007730	Dcor_evm.model.hic_scaffold_2_pilon.285	Hol_evm.model.scaffold05331.2
OG0007731	Dcor_evm.model.hic_scaffold_7_pilon.694, Dcor_evm.model.hic_scaffold_15_pilon.58	Hol_evm.model.scaffold17936.3
OG0007732	Dcor_evm.model.hic_scaffold_1_pilon.704	Hol_evm.model.scaffold05992.15
OG0007733	Dcor_evm.model.hic_scaffold_5_pilon.1118	Hol_evm.model.scaffold05665.3
OG0007734	Dcor_evm.model.hic_scaffold_8_pilon.277	Hol_evm.model.scaffold09491.25
OG0007735	Dcor_evm.model.hic_scaffold_8_pilon.279	Hol_evm.model.scaffold09491.26
OG0007736	Dcor_evm.model.hic_scaffold_10_pilon.1369	Hol_evm.model.scaffold04243.11
OG0007737	Dcor_evm.model.hic_scaffold_6_pilon.1138	Hol_evm.model.scaffold18554.9
OG0007738	Dcor_evm.model.hic_scaffold_6_pilon.1031	Hol_evm.model.scaffold07289.2
OG0007739	Dcor_evm.model.hic_scaffold_3_pilon.573	Hol_evm.model.scaffold14841.6
OG0007740	Dcor_evm.model.hic_scaffold_4_pilon.876	Hol_evm.model.scaffold02155.1
OG0007741	Dcor_evm.model.hic_scaffold_5_pilon.658	Hol_evm.model.scaffold13565.1
OG0007743	Dcor_evm.model.hic_scaffold_6_pilon.541	Hol_evm.model.scaffold07132.8
OG0007744	Dcor_evm.model.hic_scaffold_64_pilon.5	Hol_evm.model.scaffold05833.1
OG0007745	Dcor_evm.model.hic_scaffold_10_pilon.195	Hol_evm.model.scaffold00433.1
OG0007746	Dcor_evm.model.hic_scaffold_10_pilon.371	Hol_evm.model.scaffold17888.2
OG0007747	Dcor_evm.model.hic_scaffold_4_pilon.1251, Dcor_evm.model.hic_scaffold_4_pilon.1250	Hol_evm.model.scaffold03815.1
OG0007748	Dcor_evm.model.hic_scaffold_44_pilon.20	Hol_evm.model.scaffold11998.12
OG0007749	Dcor_evm.model.hic_scaffold_56_pilon.16	Hol_evm.model.scaffold12372.2
OG0007750	Dcor_evm.model.hic_scaffold_16_pilon.52, Dcor_evm.model.hic_scaffold_6_pilon.775	Hol_evm.model.scaffold16025.16
OG0007751	Dcor_evm.model.hic_scaffold_8_pilon.867	Hol_evm.model.scaffold09787.3
OG0007752	Dcor_evm.model.hic_scaffold_10_pilon.937	Hol_evm.model.scaffold11759.3
OG0007753	Dcor_evm.model.hic_scaffold_4_pilon.887	Hol_evm.model.scaffold10825.7
OG0007754	Dcor_evm.model.hic_scaffold_8_pilon.195	Hol_evm.model.scaffold01088.1
OG0007755	Dcor_evm.model.hic_scaffold_16_pilon.167, Dcor_evm.model.hic_scaffold_6_pilon.660	Hol_evm.model.scaffold09291.4
OG0007756	Dcor_evm.model.hic_scaffold_7_pilon.1253	Hol_evm.model.scaffold00085.6
OG0007757	Dcor_evm.model.hic_scaffold_10_pilon.518	Hol_evm.model.scaffold04197.1, Hol_evm.model.scaffold02235.1
OG0007758	Dcor_evm.model.hic_scaffold_1_pilon.39	Hol_evm.model.scaffold11715.2
OG0007759	Dcor_evm.model.hic_scaffold_7_pilon.596	Hol_evm.model.scaffold18913.1
OG0007760	Dcor_evm.model.hic_scaffold_7_pilon.1494	Hol_evm.model.scaffold07938.11
OG0007761	Dcor_evm.model.hic_scaffold_3_pilon.664	Hol_evm.model.scaffold08241.2
OG0007762	Dcor_evm.model.hic_scaffold_1_pilon.884	Hol_evm.model.scaffold03587.7
OG0007763	Dcor_evm.model.hic_scaffold_1_pilon.264	Hol_evm.model.scaffold06068.2
OG0007764	Dcor_evm.model.hic_scaffold_6_pilon.1222	Hol_evm.model.scaffold00120.2
OG0007765	Dcor_evm.model.hic_scaffold_6_pilon.1740	Hol_evm.model.scaffold02625.1
OG0007767	Dcor_evm.model.hic_scaffold_4_pilon.973	Hol_evm.model.scaffold04112.4
OG0007768	Dcor_evm.model.hic_scaffold_8_pilon.530	Hol_evm.model.scaffold08786.9
OG0007769	Dcor_evm.model.hic_scaffold_8_pilon.803	Hol_evm.model.scaffold00638.1, Hol_evm.model.scaffold07173.2
OG0007770	Dcor_evm.model.hic_scaffold_9_pilon.298	Hol_evm.model.scaffold06240.21
OG0007771	Dcor_evm.model.hic_scaffold_3_pilon.1000	Hol_evm.model.scaffold10590.19
OG0007772	Dcor_evm.model.hic_scaffold_1_pilon.261	Hol_evm.model.scaffold02297.1
OG0007773	Dcor_evm.model.hic_scaffold_7_pilon.74	Hol_evm.model.scaffold05080.5
OG0007774	Dcor_evm.model.hic_scaffold_7_pilon.1300	Hol_evm.model.scaffold14582.3
OG0007775	Dcor_evm.model.hic_scaffold_7_pilon.140	Hol_evm.model.scaffold00732.2
OG0007776	Dcor_evm.model.hic_scaffold_6_pilon.1591	Hol_evm.model.scaffold02022.7
OG0007777	Dcor_evm.model.hic_scaffold_4_pilon.1140	Hol_evm.model.scaffold16596.4
OG0007779	Dcor_evm.model.hic_scaffold_8_pilon.823	Hol_evm.model.scaffold08281.10
OG0007780	Dcor_evm.model.hic_scaffold_7_pilon.1477	Hol_evm.model.scaffold12900.1
OG0007781	Dcor_evm.model.hic_scaffold_10_pilon.1221	Hol_evm.model.scaffold01041.5
OG0007783	Dcor_evm.model.hic_scaffold_7_pilon.232	Hol_evm.model.scaffold12886.1
OG0007785	Dcor_evm.model.hic_scaffold_8_pilon.879	Hol_evm.model.scaffold08786.24
OG0007787	Dcor_evm.model.hic_scaffold_3_pilon.272	Hol_evm.model.scaffold09052.1
OG0007788	Dcor_evm.model.hic_scaffold_6_pilon.1692	Hol_evm.model.scaffold09447.5
OG0007789	Dcor_evm.model.hic_scaffold_6_pilon.1691	Hol_evm.model.scaffold03432.4
OG0007790	Dcor_evm.model.hic_scaffold_7_pilon.999	Hol_evm.model.scaffold06853.2
OG0007791	Dcor_evm.model.hic_scaffold_8_pilon.443	Hol_evm.model.scaffold05685.34
OG0007792	Dcor_evm.model.hic_scaffold_8_pilon.444	Hol_evm.model.scaffold05685.33
OG0007793	Dcor_evm.model.hic_scaffold_7_pilon.441	Hol_evm.model.scaffold00281.7
OG0007794	Dcor_evm.model.hic_scaffold_7_pilon.1540	Hol_evm.model.scaffold01716.2
OG0007795	Dcor_evm.model.hic_scaffold_16_pilon.64, Dcor_evm.model.hic_scaffold_6_pilon.559	Hol_evm.model.scaffold10346.7
OG0007796	Dcor_evm.model.hic_scaffold_7_pilon.1381	Hol_evm.model.scaffold14354.3
OG0007797	Dcor_evm.model.hic_scaffold_4_pilon.694	Hol_evm.model.scaffold18427.2
OG0007798	Dcor_evm.model.hic_scaffold_2_pilon.434	Hol_evm.model.scaffold08910.2
OG0007799	Dcor_evm.model.hic_scaffold_5_pilon.887	Hol_evm.model.scaffold05238.11
OG0007800	Dcor_evm.model.hic_scaffold_9_pilon.1307, Dcor_evm.model.scaffold1036_size2066.1	Hol_evm.model.scaffold03910.2
OG0007801	Dcor_evm.model.hic_scaffold_9_pilon.1308	Hol_evm.model.scaffold03910.3
OG0007802	Dcor_evm.model.hic_scaffold_1_pilon.677	Hol_evm.model.scaffold03365.4
OG0007803	Dcor_evm.model.hic_scaffold_5_pilon.1282	Hol_evm.model.scaffold01035.3
OG0007804	Dcor_evm.model.hic_scaffold_9_pilon.1472	Hol_evm.model.scaffold15366.5
OG0007805	Dcor_evm.model.hic_scaffold_9_pilon.1467	Hol_evm.model.scaffold06370.1
OG0007807	Dcor_evm.model.hic_scaffold_5_pilon.375, Dcor_evm.model.hic_scaffold_8_pilon.171	Hol_evm.model.scaffold12411.15
OG0007808	Dcor_evm.model.hic_scaffold_3_pilon.890, Dcor_evm.model.hic_scaffold_6_pilon.646	Hol_evm.model.scaffold00229.3
OG0007809	Dcor_evm.model.hic_scaffold_6_pilon.303	Hol_evm.model.scaffold03948.9
OG0007810	Dcor_evm.model.hic_scaffold_6_pilon.1025	Hol_evm.model.scaffold16026.14
OG0007811	Dcor_evm.model.hic_scaffold_6_pilon.920	Hol_evm.model.scaffold01710.3
OG0007812	Dcor_evm.model.hic_scaffold_9_pilon.1101	Hol_evm.model.scaffold00137.13
OG0007813	Dcor_evm.model.hic_scaffold_3_pilon.708	Hol_evm.model.scaffold12299.2
OG0007815	Dcor_evm.model.hic_scaffold_1_pilon.897	Hol_evm.model.scaffold03108.1
OG0007816	Dcor_evm.model.hic_scaffold_41_pilon.15	Hol_evm.model.scaffold18741.6
OG0007817	Dcor_evm.model.hic_scaffold_7_pilon.991	Hol_evm.model.scaffold10258.2
OG0007818	Dcor_evm.model.hic_scaffold_7_pilon.989	Hol_evm.model.scaffold02227.28
OG0007819	Dcor_evm.model.hic_scaffold_2_pilon.689	Hol_evm.model.scaffold00726.2
OG0007820	Dcor_evm.model.hic_scaffold_4_pilon.103, Dcor_evm.model.hic_scaffold_4_pilon.220	Hol_evm.model.scaffold11733.7
OG0007821	Dcor_evm.model.hic_scaffold_4_pilon.512	Hol_evm.model.scaffold06107.2
OG0007822	Dcor_evm.model.hic_scaffold_7_pilon.1499	Hol_evm.model.scaffold09620.5
OG0007824	Dcor_evm.model.hic_scaffold_13_pilon.50, Dcor_evm.model.hic_scaffold_9_pilon.613	Hol_evm.model.scaffold08058.9
OG0007825	Dcor_evm.model.hic_scaffold_3_pilon.302	Hol_evm.model.scaffold01591.7
OG0007826	Dcor_evm.model.hic_scaffold_10_pilon.1327	Hol_evm.model.scaffold01588.12
OG0007827	Dcor_evm.model.hic_scaffold_7_pilon.1074	Hol_evm.model.scaffold02141.2
OG0007828	Dcor_evm.model.hic_scaffold_2_pilon.631	Hol_evm.model.scaffold03793.5
OG0007829	Dcor_evm.model.hic_scaffold_4_pilon.1216	Hol_evm.model.scaffold05521.1
OG0007830	Dcor_evm.model.hic_scaffold_5_pilon.683	Hol_evm.model.scaffold02391.5
OG0007831	Dcor_evm.model.hic_scaffold_4_pilon.335	Hol_evm.model.scaffold04112.2
OG0007832	Dcor_evm.model.hic_scaffold_6_pilon.344	Hol_evm.model.scaffold11188.5
OG0007833	Dcor_evm.model.hic_scaffold_6_pilon.1472	Hol_evm.model.scaffold17933.1
OG0007834	Dcor_evm.model.scaffold5691_size1100.1, Dcor_evm.model.hic_scaffold_6_pilon.1487	Hol_evm.model.scaffold12275.3
OG0007836	Dcor_evm.model.hic_scaffold_1_pilon.764	Hol_evm.model.scaffold05447.1
OG0007837	Dcor_evm.model.hic_scaffold_1_pilon.196	Hol_evm.model.scaffold18931.3
OG0007838	Dcor_evm.model.hic_scaffold_6_pilon.1817	Hol_evm.model.scaffold05268.1
OG0007839	Dcor_evm.model.hic_scaffold_4_pilon.681	Hol_evm.model.scaffold08336.1
OG0007840	Dcor_evm.model.hic_scaffold_3_pilon.241	Hol_evm.model.scaffold15598.8
OG0007841	Dcor_evm.model.hic_scaffold_6_pilon.1268	Hol_evm.model.scaffold08796.1
OG0007842	Dcor_evm.model.hic_scaffold_5_pilon.361, Dcor_evm.model.hic_scaffold_8_pilon.157	Hol_evm.model.scaffold12605.3
OG0007843	Dcor_evm.model.hic_scaffold_7_pilon.24	Hol_evm.model.scaffold13006.5
OG0007844	Dcor_evm.model.hic_scaffold_7_pilon.378	Hol_evm.model.scaffold13006.1
OG0007845	Dcor_evm.model.hic_scaffold_9_pilon.23	Hol_evm.model.scaffold03902.1
OG0007846	Dcor_evm.model.hic_scaffold_3_pilon.1428	Hol_evm.model.scaffold17179.1
OG0007847	Dcor_evm.model.hic_scaffold_7_pilon.1107	Hol_evm.model.scaffold18557.1
OG0007848	Dcor_evm.model.hic_scaffold_5_pilon.64	Hol_evm.model.scaffold03152.4
OG0007850	Dcor_evm.model.hic_scaffold_5_pilon.491	Hol_evm.model.scaffold17081.1
OG0007851	Dcor_evm.model.hic_scaffold_5_pilon.507	Hol_evm.model.scaffold11622.3
OG0007852	Dcor_evm.model.hic_scaffold_10_pilon.639	Hol_evm.model.scaffold16108.3
OG0007853	Dcor_evm.model.hic_scaffold_7_pilon.496	Hol_evm.model.scaffold07475.1
OG0007854	Dcor_evm.model.hic_scaffold_1_pilon.460	Hol_evm.model.scaffold11715.14
OG0007855	Dcor_evm.model.hic_scaffold_3_pilon.585	Hol_evm.model.scaffold07621.2
OG0007856	Dcor_evm.model.contig_49_pilon.5, Dcor_evm.model.contig_49_pilon.14, Dcor_evm.model.contig_49_pilon.24	Hol_evm.model.scaffold01391.7
OG0007857	Dcor_evm.model.hic_scaffold_4_pilon.1158	Hol_evm.model.scaffold01067.5
OG0007858	Dcor_evm.model.hic_scaffold_1_pilon.632	Hol_evm.model.scaffold17731.2
OG0007859	Dcor_evm.model.hic_scaffold_1_pilon.636	Hol_evm.model.scaffold15346.13
OG0007860	Dcor_evm.model.hic_scaffold_7_pilon.373	Hol_evm.model.scaffold02227.18
OG0007861	Dcor_evm.model.hic_scaffold_1_pilon.340	Hol_evm.model.scaffold02892.1
OG0007862	Dcor_evm.model.hic_scaffold_51_pilon.30	Hol_evm.model.scaffold03394.1
OG0007863	Dcor_evm.model.hic_scaffold_9_pilon.919	Hol_evm.model.scaffold07388.3
OG0007864	Dcor_evm.model.hic_scaffold_9_pilon.744	Hol_evm.model.scaffold18072.1
OG0007865	Dcor_evm.model.hic_scaffold_9_pilon.944	Hol_evm.model.scaffold00020.2
OG0007866	Dcor_evm.model.hic_scaffold_10_pilon.757	Hol_evm.model.scaffold16506.5
OG0007867	Dcor_evm.model.hic_scaffold_3_pilon.421	Hol_evm.model.scaffold13456.8
OG0007868	Dcor_evm.model.hic_scaffold_7_pilon.308	Hol_evm.model.scaffold09819.1
OG0007869	Dcor_evm.model.hic_scaffold_5_pilon.404, Dcor_evm.model.hic_scaffold_8_pilon.118	Hol_evm.model.scaffold05797.1
OG0007870	Dcor_evm.model.hic_scaffold_3_pilon.859	Hol_evm.model.scaffold04845.5
OG0007871	Dcor_evm.model.hic_scaffold_7_pilon.534	Hol_evm.model.scaffold15565.3
OG0007872	Dcor_evm.model.hic_scaffold_1_pilon.444	Hol_evm.model.scaffold06068.4
OG0007873	Dcor_evm.model.hic_scaffold_6_pilon.1338	Hol_evm.model.scaffold01049.3
OG0007874	Dcor_evm.model.hic_scaffold_9_pilon.198	Hol_evm.model.scaffold08802.3
OG0007875	Dcor_evm.model.hic_scaffold_10_pilon.1092	Hol_evm.model.scaffold04908.5
OG0007876	Dcor_evm.model.hic_scaffold_13_pilon.154, Dcor_evm.model.hic_scaffold_9_pilon.519	Hol_evm.model.scaffold06834.1
OG0007877	Dcor_evm.model.hic_scaffold_9_pilon.1591	Hol_evm.model.scaffold08058.4
OG0007878	Dcor_evm.model.hic_scaffold_4_pilon.339	Hol_evm.model.scaffold12896.16, Hol_evm.model.scaffold01391.2
OG0007879	Dcor_evm.model.hic_scaffold_10_pilon.1227	Hol_evm.model.scaffold18675.8
OG0007881	Dcor_evm.model.hic_scaffold_2_pilon.623	Hol_evm.model.scaffold09844.5
OG0007882	Dcor_evm.model.hic_scaffold_3_pilon.696	Hol_evm.model.scaffold07833.8
OG0007883	Dcor_evm.model.hic_scaffold_9_pilon.1552	Hol_evm.model.scaffold14214.5
OG0007888	Dcor_evm.model.hic_scaffold_39_pilon.11	Hol_evm.model.scaffold01929.2
OG0007889	Dcor_evm.model.hic_scaffold_3_pilon.199, Dcor_evm.model.hic_scaffold_7_pilon.1038	Hol_evm.model.scaffold06041.5
OG0007890	Dcor_evm.model.hic_scaffold_3_pilon.1152	Hol_evm.model.scaffold16107.2
OG0007891	Dcor_evm.model.hic_scaffold_14_pilon.77, Dcor_evm.model.hic_scaffold_9_pilon.444	Hol_evm.model.scaffold11238.1
OG0007893	Dcor_evm.model.hic_scaffold_7_pilon.1183	Hol_evm.model.scaffold18304.1
OG0007894	Dcor_evm.model.hic_scaffold_5_pilon.1512	Hol_evm.model.scaffold00963.11
OG0007895	Dcor_evm.model.hic_scaffold_7_pilon.381	Hol_evm.model.scaffold09659.3
OG0007898	Dcor_evm.model.hic_scaffold_6_pilon.1757	Hol_evm.model.scaffold15116.2
OG0007899	Dcor_evm.model.hic_scaffold_13_pilon.77, Dcor_evm.model.hic_scaffold_9_pilon.589	Hol_evm.model.scaffold01236.6
OG0007901	Dcor_evm.model.hic_scaffold_1_pilon.445	Hol_evm.model.scaffold07600.10
OG0007902	Dcor_evm.model.hic_scaffold_5_pilon.321	Hol_evm.model.scaffold07814.2
OG0007904	Dcor_evm.model.hic_scaffold_10_pilon.953	Hol_evm.model.scaffold07321.3
OG0007905	Dcor_evm.model.hic_scaffold_6_pilon.1548	Hol_evm.model.scaffold01609.2
OG0007906	Dcor_evm.model.hic_scaffold_5_pilon.508	Hol_evm.model.scaffold15195.5
OG0007907	Dcor_evm.model.hic_scaffold_6_pilon.1643	Hol_evm.model.scaffold05491.3
OG0007924	Dcor_evm.model.hic_scaffold_6_pilon.333	Hol_evm.model.scaffold10640.8
OG0007925	Dcor_evm.model.hic_scaffold_6_pilon.334	Hol_evm.model.scaffold10640.7
OG0007926	Dcor_evm.model.hic_scaffold_7_pilon.761	Hol_evm.model.scaffold16696.2
OG0007927	Dcor_evm.model.hic_scaffold_4_pilon.1263	Hol_evm.model.scaffold04651.4
OG0007928	Dcor_evm.model.hic_scaffold_4_pilon.682	Hol_evm.model.scaffold02560.1
OG0007929	Dcor_evm.model.hic_scaffold_4_pilon.1152	Hol_evm.model.scaffold02564.4
